id,date,team_1,team_2,home_team,tournament,h2h_win_diff,h2h_draw,form_diff_goalF,form_diff_goalA,form_diff_win,form_diff_draw,odd_win_diff,odd_draw,result,goal_diff,goal_diff_label
30616,1/23/2009,Kuwait,Syria,Kuwait,Friendly,0,7,-5,-5,-1,0,-1.0910000000000002,3.185,lose,-1,lose_1
30614,1/23/2009,Egypt,Kenya,Egypt,Friendly,7,3,1,5,1,-3,-6.43,4.4833,win,1,win_1
30613,1/23/2009,Costa Rica,Panama,Costa Rica,UNCAF Cup,13,7,2,5,2,-1,-5.5442,3.9786,win,3,win_3
30618,1/24/2009,Honduras,Nicaragua,Honduras,UNCAF Cup,8,0,-1,-8,4,2,-9.719999999999999,5.3286,win,3,win_3
30619,1/24/2009,Sweden,United States,United States,Friendly,0,0,-13,4,-3,1,1.5885999999999998,3.2364,lose,-1,lose_1
30620,1/25/2009,Costa Rica,Guatemala,Guatemala,UNCAF Cup,6,13,-4,7,2,0,-2.722,3.37,win,2,win_2
30622,1/26/2009,Belize,Nicaragua,Nicaragua,UNCAF Cup,1,0,4,-5,-1,0,2.1138,3.2875,draw,0,draw_0
30630,1/28/2009,Jordan,Singapore,Singapore,AFC Asian Cup qualification,2,0,-4,-11,-2,0,-1.0766999999999998,3.1833,lose,-1,lose_1
30631,1/28/2009,Iran,Thailand,Thailand,AFC Asian Cup qualification,8,2,3,-5,2,-1,-5.0054,3.8531,draw,0,draw_0
30626,1/28/2009,Australia,Indonesia,Indonesia,AFC Asian Cup qualification,8,2,-8,-2,0,2,-7.484,4.838,draw,0,draw_0
30633,1/28/2009,Hong Kong,Yemen,Yemen,AFC Asian Cup qualification,0,0,14,11,5,-1,4.2166999999999994,3.8242,lose,-1,lose_1
30627,1/28/2009,Kuwait,Oman,Kuwait,AFC Asian Cup qualification,9,7,1,0,-3,0,-1.1094000000000004,3.205,lose,-1,lose_1
30628,1/28/2009,Lebanon,Syria,Lebanon,AFC Asian Cup qualification,-4,2,1,-3,-2,-3,3.7406999999999995,3.6321,lose,-2,lose_2
30632,1/28/2009,United Arab Emirates,Uzbekistan,United Arab Emirates,AFC Asian Cup qualification,4,2,-11,5,-3,4,-0.7240000000000006,3.198,lose,-1,lose_1
30625,1/28/2009,Bahrain,Japan,Bahrain,AFC Asian Cup qualification,-4,0,3,-5,-4,-1,1.6408,3.2385,win,1,win_1
30623,1/27/2009,Guatemala,Panama,Panama,UNCAF Cup,2,8,3,1,2,-1,-0.5674999999999999,3.1819,lose,-1,lose_1
30629,1/28/2009,Mexico,Sweden,Mexico,Friendly,-1,3,10,2,3,-1,-3.1584999999999996,3.4764,lose,-1,lose_1
30634,1/29/2009,Guatemala,Nicaragua,Nicaragua,UNCAF Cup,14,0,-4,-8,1,2,-6.3625,4.3625,lose,-2,lose_2
30636,1/30/2009,Honduras,Panama,Honduras,UNCAF Cup,14,6,9,1,5,-3,-5.6869,3.9877,lose,-1,lose_1
30637,2/1/2009,Azerbaijan,Uzbekistan,Azerbaijan,Friendly,2,1,-14,-4,-1,1,2.0,3.2,draw,0,draw_0
30638,2/1/2009,Costa Rica,Panama,Costa Rica,UNCAF Cup,14,7,5,11,5,-2,-4.6333,4.2333,draw,0,draw_0
30642,2/4/2009,Finland,Japan,Japan,Friendly,-1,0,4,-8,-3,0,4.088,3.5239999999999996,lose,-4,lose_3
30641,2/4/2009,Bahrain,South Korea,Bahrain,Friendly,-6,2,3,1,-3,-2,1.8271,3.2343,draw,0,draw_0
30645,2/7/2009,Lithuania,Poland,Lithuania,Friendly,-2,2,3,-1,2,-2,1.9243000000000001,3.3038,draw,0,draw_0
30648,2/10/2009,Cyprus,Serbia,Cyprus,Cyprus International Tournament,0,0,-4,0,-3,1,1.1324,3.2018,lose,-2,lose_2
30649,2/10/2009,Slovakia,Ukraine,Slovakia,Cyprus International Tournament,0,2,-1,9,-1,-2,1.4405999999999999,3.2056,lose,-1,lose_1
30648,2/10/2009,Cyprus,Serbia,Cyprus,Cyprus International Tournament,0,0,-4,0,-3,1,1.2529999999999997,3.2119999999999997,lose,-2,lose_2
30649,2/10/2009,Slovakia,Ukraine,Slovakia,Cyprus International Tournament,0,2,-1,9,-1,-2,1.6173000000000002,3.2078,lose,-1,lose_1
30647,2/10/2009,Brazil,Italy,Brazil,Friendly,0,2,-6,4,1,-2,-0.7730000000000001,2.9848,win,2,win_2
30659,2/11/2009,Cyprus,Slovakia,Cyprus,Cyprus International Tournament,-3,0,1,-2,-3,2,0.7420999999999998,3.2279,win,1,win_1
30684,2/11/2009,Serbia,Ukraine,Serbia,Cyprus International Tournament,-3,0,9,2,-2,-2,-0.3138000000000001,3.1615,lose,-1,lose_1
30669,2/11/2009,Australia,Japan,Japan,FIFA World Cup qualification,0,5,-1,-6,1,-1,0.7725999999999997,3.1122,draw,0,draw_0
30692,2/11/2009,Bahrain,Uzbekistan,Uzbekistan,FIFA World Cup qualification,-2,3,-4,7,1,-1,2.2726,3.3043,win,1,win_1
30676,2/11/2009,Albania,Malta,Malta,FIFA World Cup qualification,3,1,-5,-3,0,4,-4.3576999999999995,3.5696,draw,0,draw_0
30683,2/11/2009,Northern Ireland,San Marino,San Marino,FIFA World Cup qualification,1,0,-6,-11,3,3,-18.7819,7.4981,win,3,win_3
30667,2/11/2009,Georgia,Ireland,Ireland,FIFA World Cup qualification,-3,0,5,4,-2,-3,7.4292,4.3936,lose,-1,lose_1
30672,2/11/2009,Armenia,Latvia,Latvia,Friendly,0,0,0,-5,-2,1,2.4536,3.3245,draw,0,draw_0
30678,2/11/2009,Malawi,Mozambique,Mozambique,Friendly,6,7,3,-4,0,-1,1.165,3.1575,lose,-2,lose_2
30673,2/11/2009,Libya,Uruguay,Libya,Friendly,-1,0,6,-8,3,-3,4.129999999999999,3.45,lose,-1,lose_1
30652,2/11/2009,Angola,Mali,Angola,Friendly,1,1,-2,4,-1,2,0.4242999999999997,3.1613,lose,-4,lose_3
30674,2/11/2009,Iceland,Liechtenstein,Liechtenstein,Friendly,1,1,-13,-1,3,1,-7.4805,4.771,win,2,win_2
30650,2/11/2009,Algeria,Benin,Algeria,Friendly,3,1,-8,-2,1,2,-5.43,3.82,win,1,win_1
30659,2/11/2009,Cyprus,Slovakia,Cyprus,Cyprus International Tournament,-3,0,1,-2,-3,2,0.6585999999999999,3.2314,win,1,win_1
30662,2/11/2009,Estonia,Kazakhstan,Estonia,Friendly,0,2,1,6,1,1,-1.667,3.2239999999999998,lose,-2,lose_2
30668,2/11/2009,Hungary,Israel,Israel,Friendly,0,1,-1,2,-4,2,2.1631,3.2969,lose,-1,lose_1
30671,2/11/2009,Azerbaijan,Kuwait,Kuwait,Friendly,0,0,-4,-5,-1,0,1.4649999999999999,3.21,draw,0,draw_0
30684,2/11/2009,Serbia,Ukraine,Serbia,Cyprus International Tournament,-3,0,9,2,-2,-2,-0.395,3.1533,lose,-1,lose_1
30660,2/11/2009,Egypt,Ghana,Egypt,Friendly,2,4,1,3,3,-1,-2.2205000000000004,3.2883,draw,0,draw_0
30651,2/11/2009,Andorra,Lithuania,Andorra,Friendly,-1,0,-4,9,-5,-2,12.173300000000001,5.8929,lose,-2,lose_2
30655,2/11/2009,Burkina Faso,Togo,Burkina Faso,Friendly,-9,5,3,0,0,1,0.10999999999999988,3.1,draw,0,draw_0
30656,2/11/2009,Cameroon,Guinea,Cameroon,Friendly,2,6,-1,2,3,-1,-3.2490000000000006,3.4462,win,2,win_2
30685,2/11/2009,Chile,South Africa,South Africa,Friendly,0,0,-1,1,1,-1,0.2921,3.1783,win,2,win_2
30690,2/11/2009,Ivory Coast,Turkey,Turkey,Friendly,0,0,-1,-4,-1,1,1.3573,3.2335,draw,0,draw_0
30682,2/11/2009,Croatia,Romania,Romania,Friendly,3,1,-3,5,2,0,0.1352000000000002,3.1372,win,1,win_1
30677,2/11/2009,Czech Republic,Morocco,Morocco,Friendly,0,0,-7,-2,-2,2,0.08519999999999994,3.1244,draw,0,draw_0
30665,2/11/2009,Denmark,Greece,Greece,Friendly,5,3,6,-4,0,3,1.0292999999999997,3.0765,draw,0,draw_0
30653,2/11/2009,Austria,Sweden,Austria,Friendly,6,5,3,0,0,2,0.47460000000000013,3.195,lose,-2,lose_2
30664,2/11/2009,Germany,Norway,Germany,Friendly,13,5,2,3,5,-3,-7.3104,4.2385,lose,-1,lose_1
30687,2/11/2009,Bulgaria,Switzerland,Switzerland,Friendly,-1,1,-8,-2,0,3,1.6415,3.2723,draw,0,draw_0
30689,2/11/2009,Netherlands,Tunisia,Tunisia,Friendly,1,1,3,-3,2,-1,-1.9208,3.2646,draw,0,draw_0
30654,2/11/2009,Belgium,Slovenia,Belgium,Friendly,0,0,6,1,1,0,-2.4407999999999994,3.3308,win,2,win_2
30679,2/11/2009,Jamaica,Nigeria,Nigeria,Friendly,-1,2,4,-1,0,0,3.4724999999999993,3.429,draw,0,draw_0
30663,2/11/2009,Argentina,France,France,Friendly,3,3,-8,0,-1,2,0.016199999999999992,3.07,win,2,win_2
30681,2/11/2009,Finland,Portugal,Portugal,Friendly,-2,4,-1,-5,-3,1,7.644,4.4268,lose,-1,lose_1
30686,2/11/2009,England,Spain,Spain,Friendly,4,3,8,3,-2,0,2.03,3.1162,lose,-2,lose_2
30691,2/11/2009,Mexico,United States,United States,FIFA World Cup qualification,15,11,-1,3,-1,0,2.0286999999999997,3.2704,lose,-2,lose_2
30658,2/11/2009,Costa Rica,Honduras,Costa Rica,FIFA World Cup qualification,-2,15,-1,10,2,1,-1.75,3.2916,win,2,win_2
30680,2/11/2009,Paraguay,Peru,Peru,Friendly,11,13,-12,1,2,3,-0.5009000000000001,3.1623,win,1,win_1
30657,2/11/2009,Colombia,Haiti,Colombia,Friendly,1,0,0,-5,-1,-1,-13.467500000000001,6.4788,win,2,win_2
30695,3/5/2009,Australia,Kuwait,Australia,AFC Asian Cup qualification,-1,1,1,0,4,-1,-7.3864,4.5327,lose,-1,lose_1
30699,3/11/2009,Bolivia,Mexico,Mexico,Friendly,-5,1,1,0,0,1,3.3225,3.4563,lose,-4,lose_3
30707,3/17/2009,Kuwait,Qatar,Qatar,Friendly,10,5,-6,0,-1,1,1.4386999999999999,3.2213,lose,-1,lose_1
30709,3/21/2009,Botswana,Namibia,Namibia,Friendly,3,4,-3,-2,0,0,4.5,3.55,draw,0,draw_0
30711,3/21/2009,Malawi,Uganda,Uganda,Friendly,-5,6,-1,-2,-1,-2,2.8,3.3,lose,-1,lose_1
30712,3/22/2009,Faroe Islands,Iceland,Iceland,Friendly,-20,1,14,2,-5,-1,9.968,5.558,win,1,win_1
30713,3/22/2009,Iraq,Saudi Arabia,Saudi Arabia,Friendly,5,5,0,4,-3,-2,1.9434,3.2333,draw,0,draw_0
30715,3/23/2009,Iran,Kuwait,Kuwait,Friendly,7,8,10,-2,2,0,-0.5710000000000002,3.14,win,1,win_1
30716,3/25/2009,Angola,Cape Verde,Angola,Friendly,2,2,3,1,-1,1,-3.3,3.4,lose,-1,lose_1
30732,3/28/2009,Bahrain,Japan,Japan,FIFA World Cup qualification,-3,0,-5,-3,-1,0,6.385,4.0864,lose,-1,lose_1
30760,3/28/2009,Qatar,Uzbekistan,Uzbekistan,FIFA World Cup qualification,0,2,-5,2,1,0,1.9705,3.2286,lose,-4,lose_3
30733,3/28/2009,Kenya,Tunisia,Kenya,FIFA World Cup qualification,-2,1,0,-4,-1,0,0.6577000000000002,3.1286,lose,-1,lose_1
30750,3/28/2009,Algeria,Rwanda,Rwanda,FIFA World Cup qualification,1,1,-2,0,0,2,-0.47099999999999964,3.1525,draw,0,draw_0
30720,3/28/2009,Armenia,Estonia,Armenia,FIFA World Cup qualification,0,0,-4,-3,0,-1,-1.5888,3.2363,draw,0,draw_0
30738,3/28/2009,Latvia,Luxembourg,Luxembourg,FIFA World Cup qualification,3,1,3,-4,4,0,-2.927,3.4113,win,4,win_3
30757,3/28/2009,Cameroon,Togo,Togo,FIFA World Cup qualification,11,4,0,2,3,1,-2.8373000000000004,3.3418,lose,-1,lose_1
30755,3/28/2009,Mali,Sudan,Sudan,FIFA World Cup qualification,0,0,1,0,-1,0,-0.6964000000000001,3.1832,draw,0,draw_0
30722,3/28/2009,Burkina Faso,Guinea,Burkina Faso,FIFA World Cup qualification,-2,1,7,2,0,-2,-0.5341,3.1645,win,2,win_2
30725,3/28/2009,Cyprus,Georgia,Cyprus,FIFA World Cup qualification,1,1,1,-1,0,-1,-1.9045,3.2804,win,1,win_1
30731,3/28/2009,Greece,Israel,Israel,FIFA World Cup qualification,5,4,-8,4,-2,-1,0.5308000000000002,3.0904,draw,0,draw_0
30748,3/28/2009,Romania,Serbia,Romania,FIFA World Cup qualification,-1,0,-4,-3,0,2,-1.0995999999999997,3.1726,lose,-1,lose_1
30728,3/28/2009,Germany,Liechtenstein,Germany,FIFA World Cup qualification,3,0,-11,8,6,0,-53.529,14.6591,win,4,win_3
30739,3/28/2009,Denmark,Malta,Malta,FIFA World Cup qualification,5,0,-9,2,2,4,-15.643799999999999,6.6054,win,3,win_3
30718,3/28/2009,Albania,Hungary,Albania,FIFA World Cup qualification,-3,1,5,-4,-2,0,-0.1621999999999999,3.1696,lose,-1,lose_1
30721,3/28/2009,Belgium,Bosnia-Herzegovina,Belgium,FIFA World Cup qualification,0,0,-6,4,0,1,-3.0791999999999997,3.485,lose,-2,lose_2
30730,3/28/2009,Bulgaria,Ireland,Ireland,FIFA World Cup qualification,1,2,3,-1,2,-1,2.4673999999999996,3.2613,draw,0,draw_0
30737,3/28/2009,France,Lithuania,Lithuania,FIFA World Cup qualification,2,0,2,0,0,0,-4.3974,3.5817,win,1,win_1
30742,3/28/2009,Italy,Montenegro,Montenegro,FIFA World Cup qualification,1,0,-7,-2,1,1,-3.7695000000000003,3.4365,win,2,win_2
30744,3/28/2009,Netherlands,Scotland,Netherlands,FIFA World Cup qualification,0,4,6,3,4,-2,-9.374799999999999,4.743,win,3,win_3
30751,3/28/2009,Czech Republic,Slovenia,Slovenia,FIFA World Cup qualification,2,0,1,-1,2,1,-1.5918,3.1987,draw,0,draw_0
30743,3/28/2009,Gabon,Morocco,Morocco,FIFA World Cup qualification,-7,0,-11,-6,-2,2,7.1227,4.2509,win,1,win_1
30759,3/28/2009,Paraguay,Uruguay,Uruguay,FIFA World Cup qualification,-2,15,-5,-7,1,-1,1.3809,3.2046,lose,-2,lose_2
30747,3/28/2009,Portugal,Sweden,Portugal,FIFA World Cup qualification,-3,5,7,3,1,0,-4.2739,3.5609,draw,0,draw_0
30753,3/28/2009,Spain,Turkey,Spain,FIFA World Cup qualification,1,4,-4,-1,3,-2,-7.3332999999999995,4.3938,win,1,win_1
30719,3/28/2009,Argentina,Venezuela,Argentina,FIFA World Cup qualification,15,0,-6,-2,0,3,-14.9367,6.7404,win,4,win_3
30756,3/28/2009,New Zealand,Thailand,Thailand,Friendly,1,2,14,-2,0,-2,0.06400000000000006,3.15,lose,-2,lose_2
30752,3/28/2009,Norway,South Africa,South Africa,Friendly,0,0,2,5,-4,2,-0.05040000000000022,3.193,lose,-1,lose_1
30740,3/28/2009,Costa Rica,Mexico,Mexico,FIFA World Cup qualification,-14,12,-3,6,5,0,4.3919,3.6819,lose,-2,lose_2
30724,3/28/2009,Bolivia,Colombia,Colombia,FIFA World Cup qualification,-2,8,8,6,3,-1,5.927,3.8635,lose,-2,lose_2
30764,3/31/2009,Angola,Morocco,Angola,Friendly,-3,1,-4,1,-4,1,1.3787000000000003,3.2025,lose,-2,lose_2
30766,3/31/2009,Portugal,South Africa,Portugal,Friendly,1,0,8,5,-1,0,-4.5331,3.5542,win,2,win_2
30769,4/1/2009,Australia,Uzbekistan,Australia,FIFA World Cup qualification,1,0,-5,5,4,0,-7.007499999999999,4.3183,win,2,win_2
30771,4/1/2009,Bahrain,Qatar,Bahrain,FIFA World Cup qualification,3,11,7,4,3,-1,-2.5204999999999993,3.3513,win,1,win_1
30786,4/1/2009,Belarus,Kazakhstan,Kazakhstan,FIFA World Cup qualification,-1,0,-11,8,2,3,-1.1147999999999998,3.237,win,4,win_3
30773,4/1/2009,Bulgaria,Cyprus,Bulgaria,FIFA World Cup qualification,9,0,-2,-2,3,2,-6.405799999999999,4.0517,win,2,win_2
30778,4/1/2009,Armenia,Estonia,Estonia,FIFA World Cup qualification,0,1,-4,-5,-1,0,1.5499999999999998,3.2429,lose,-1,lose_1
30788,4/1/2009,Latvia,Luxembourg,Latvia,FIFA World Cup qualification,4,1,1,-6,3,0,-13.8429,6.1421,win,2,win_2
30780,4/1/2009,Georgia,Montenegro,Georgia,FIFA World Cup qualification,0,0,-4,-2,-3,0,-0.29170000000000007,3.1954,draw,0,draw_0
30783,4/1/2009,Hungary,Malta,Hungary,FIFA World Cup qualification,7,2,-8,1,3,2,-17.334999999999997,7.2888,win,3,win_3
30791,4/1/2009,Liechtenstein,Russia,Liechtenstein,FIFA World Cup qualification,-2,0,9,-5,-5,0,31.228700000000003,10.56,lose,-1,lose_1
30796,4/1/2009,Saudi Arabia,United Arab Emirates,Saudi Arabia,FIFA World Cup qualification,9,6,0,-9,2,-1,-6.2735,4.0317,win,1,win_1
30800,4/1/2009,Spain,Turkey,Turkey,FIFA World Cup qualification,2,4,-3,-2,4,-3,-1.4712999999999998,3.1921,win,1,win_1
30776,4/1/2009,Albania,Denmark,Denmark,FIFA World Cup qualification,-4,0,6,-6,-1,-1,10.6813,5.4683,lose,-3,lose_3
30768,4/1/2009,Andorra,Croatia,Andorra,FIFA World Cup qualification,-5,0,-2,7,-6,-3,41.7943,12.6124,lose,-2,lose_2
30770,4/1/2009,Austria,Romania,Austria,FIFA World Cup qualification,0,3,4,5,-2,0,0.7349999999999999,3.2136,win,1,win_1
30781,4/1/2009,Greece,Israel,Greece,FIFA World Cup qualification,5,5,-6,6,-2,-1,-3.1796,3.3825,win,1,win_1
30795,4/1/2009,Poland,San Marino,Poland,FIFA World Cup qualification,5,0,-7,-7,5,2,-51.1455,13.325,win,10,win_3
30799,4/1/2009,Moldova,Switzerland,Switzerland,FIFA World Cup qualification,-1,0,-1,-4,-5,2,15.905800000000001,6.8913,lose,-2,lose_2
30792,4/1/2009,Macedonia,Netherlands,Netherlands,FIFA World Cup qualification,-1,2,-3,-1,-3,1,15.614299999999998,6.731,lose,-4,lose_3
30785,4/1/2009,Ireland,Italy,Italy,FIFA World Cup qualification,-6,0,0,2,0,-1,6.6686,3.9257,draw,0,draw_0
30779,4/1/2009,France,Lithuania,France,FIFA World Cup qualification,3,0,2,0,-2,0,-13.9929,6.0638,win,1,win_1
30794,4/1/2009,Finland,Norway,Norway,Friendly,-28,13,6,-4,0,-2,2.5603999999999996,3.3565,lose,-1,lose_1
30798,4/1/2009,Serbia,Sweden,Serbia,Friendly,0,0,5,-1,2,-2,-1.1491000000000002,3.18,win,2,win_2
30801,4/1/2009,Trinidad and Tobago,United States,United States,FIFA World Cup qualification,-12,3,-8,5,-3,3,10.003,5.11,lose,-3,lose_3
30782,4/1/2009,Honduras,Mexico,Honduras,FIFA World Cup qualification,-11,5,0,-3,3,-1,0.4118000000000004,3.2405,win,2,win_2
30827,5/20/2009,Argentina,Panama,Argentina,Friendly,0,0,-5,7,1,2,-12.8589,6.1389,win,2,win_2
30828,5/23/2009,Haiti,Jamaica,Jamaica,Friendly,2,3,-6,7,-7,3,4.05,4.2,draw,0,draw_0
30829,5/26/2009,Qatar,Saudi Arabia,Qatar,Friendly,-10,12,2,-1,-2,-2,0.5053999999999998,3.1815,win,1,win_1
30831,5/27/2009,Chile,Japan,Japan,Kirin Cup,0,1,-2,-5,0,-3,1.3664,3.1841,lose,-4,lose_3
30833,5/28/2009,Sudan,Tunisia,Tunisia,Friendly,-2,0,2,-1,0,-2,6.8075,4.434,lose,-4,lose_3
30834,5/29/2009,Belgium,Chile,Belgium,Kirin Cup,0,1,4,6,-2,2,0.2604000000000002,3.2523,draw,0,draw_0
30835,5/29/2009,China,Germany,China,Friendly,-1,0,-2,-7,-3,0,9.6514,5.4395,draw,0,draw_0
30836,5/29/2009,Ireland,Nigeria,Ireland,Friendly,-2,0,-4,4,-3,3,-0.5009000000000001,3.1809,draw,0,draw_0
30840,5/30/2009,Egypt,Oman,Oman,Friendly,0,0,11,-1,1,-3,-1.5740000000000003,3.29,win,1,win_1
30838,5/30/2009,Canada,Cyprus,Cyprus,Friendly,0,0,4,0,-1,1,1.9313,3.3091,win,1,win_1
30843,5/31/2009,Belgium,Japan,Japan,Kirin Cup,0,2,3,1,-3,-1,4.304,3.6719999999999997,lose,-4,lose_3
30844,5/31/2009,Kuwait,Vietnam,Kuwait,Friendly,0,0,-8,0,-1,-2,-5.2809,3.8582,lose,-1,lose_1
30843,5/31/2009,Belgium,Japan,Japan,Kirin Cup,0,2,3,1,-3,-1,4.2677,3.7086,lose,-4,lose_3
30847,6/1/2009,China,Iran,China,Friendly,-5,5,3,3,-2,-2,0.49239999999999995,3.1438,win,1,win_1
30848,6/1/2009,Bosnia-Herzegovina,Uzbekistan,Uzbekistan,Friendly,-1,0,12,9,3,-2,0.9586999999999999,3.2288,draw,0,draw_0
30850,6/2/2009,Azerbaijan,Turkey,Turkey,Friendly,-3,1,-3,-4,-2,1,11.5041,5.9614,lose,-2,lose_2
30851,6/2/2009,Germany,United Arab Emirates,United Arab Emirates,Friendly,2,0,1,2,4,-3,-9.4659,5.5375,win,5,win_3
30849,6/2/2009,France,Nigeria,France,Friendly,0,0,4,8,-2,0,-4.7728,3.6129,lose,-1,lose_1
30853,6/3/2009,Bahrain,Jordan,Bahrain,Friendly,-5,3,3,6,3,-2,-3.9278000000000004,3.5343,win,4,win_3
30854,6/3/2009,Costa Rica,United States,Costa Rica,FIFA World Cup qualification,-1,5,-4,1,0,0,-0.48909999999999965,3.1345,win,2,win_2
30856,6/4/2009,China,Saudi Arabia,China,Friendly,-1,3,6,2,-3,-2,-0.4055000000000004,3.159,lose,-3,lose_3
30859,6/5/2009,France,Turkey,France,Friendly,3,0,1,0,1,-1,-3.2162,3.5,win,1,win_1
30894,6/6/2009,Rwanda,Zambia,Zambia,FIFA World Cup qualification,-2,1,3,6,1,-3,5.8695,3.7378,lose,-1,lose_1
30880,6/6/2009,Burkina Faso,Malawi,Malawi,FIFA World Cup qualification,1,1,3,5,1,2,0.1884999999999999,3.1238,win,1,win_1
30893,6/6/2009,Japan,Uzbekistan,Uzbekistan,FIFA World Cup qualification,4,2,4,3,4,0,-1.9766,3.3175,win,1,win_1
30872,6/6/2009,Gabon,Togo,Gabon,FIFA World Cup qualification,4,2,-4,-4,1,2,-1.9048,3.2004,win,3,win_3
30862,6/6/2009,Azerbaijan,Wales,Azerbaijan,FIFA World Cup qualification,-4,1,1,-3,-2,5,0.9099999999999997,3.1473,lose,-1,lose_1
30876,6/6/2009,England,Kazakhstan,Kazakhstan,FIFA World Cup qualification,1,0,-4,10,6,0,-17.788800000000002,7.1346,win,4,win_3
30885,6/6/2009,San Marino,Slovakia,Slovakia,FIFA World Cup qualification,-3,0,-6,8,-4,0,44.23,14.125,lose,-7,lose_3
30863,6/6/2009,Andorra,Belarus,Belarus,FIFA World Cup qualification,-1,0,1,2,-2,-4,32.7891,10.4783,lose,-4,lose_3
30871,6/6/2009,Finland,Liechtenstein,Finland,FIFA World Cup qualification,0,0,-9,-1,3,1,-21.235,8.7015,win,1,win_1
30883,6/6/2009,Australia,Qatar,Qatar,FIFA World Cup qualification,3,0,-4,4,1,1,-2.3964,3.3168,draw,0,draw_0
30890,6/6/2009,South Korea,United Arab Emirates,United Arab Emirates,FIFA World Cup qualification,5,5,4,-6,3,1,-4.1739,3.6548,win,2,win_2
30889,6/6/2009,Mozambique,Tunisia,Tunisia,FIFA World Cup qualification,0,1,-1,0,0,-2,8.6469,4.6562,lose,-2,lose_2
30866,6/6/2009,Bulgaria,Ireland,Bulgaria,FIFA World Cup qualification,1,3,2,1,0,0,-1.6276000000000002,3.1828,draw,0,draw_0
30868,6/6/2009,Cyprus,Montenegro,Cyprus,FIFA World Cup qualification,0,0,-1,-1,-1,-2,-0.5363000000000002,3.1975,draw,0,draw_0
30878,6/6/2009,Lithuania,Romania,Lithuania,FIFA World Cup qualification,-6,0,2,-3,2,0,0.9172000000000002,3.2448,lose,-1,lose_1
30887,6/6/2009,Denmark,Sweden,Sweden,FIFA World Cup qualification,-8,18,-3,4,0,2,1.7057000000000002,3.2246,win,1,win_1
30867,6/6/2009,Croatia,Ukraine,Croatia,FIFA World Cup qualification,2,2,3,5,-1,1,-3.4402999999999997,3.4031,draw,0,draw_0
30884,6/6/2009,Austria,Serbia,Serbia,FIFA World Cup qualification,-1,0,-6,3,-5,3,7.710800000000001,4.5308,lose,-1,lose_1
30860,6/6/2009,Albania,Portugal,Albania,FIFA World Cup qualification,-3,1,-4,-8,-1,1,7.8096,4.4336,lose,-1,lose_1
30874,6/6/2009,Iceland,Netherlands,Iceland,FIFA World Cup qualification,-8,1,-6,2,-2,0,7.571600000000001,4.4292,lose,-1,lose_1
30891,6/6/2009,Brazil,Uruguay,Uruguay,FIFA World Cup qualification,11,18,-4,1,2,-3,-0.3112999999999997,3.2038,win,4,win_3
30861,6/6/2009,Argentina,Colombia,Argentina,FIFA World Cup qualification,7,5,0,3,1,2,-11.3744,5.2492,win,1,win_1
30886,6/6/2009,Poland,South Africa,South Africa,Friendly,0,0,-1,2,-1,1,0.952,3.2119999999999997,lose,-1,lose_1
30865,6/6/2009,Botswana,New Zealand,Botswana,Friendly,0,0,-15,-6,-4,2,-0.5533999999999999,3.2167,draw,0,draw_0
30870,6/6/2009,Equatorial Guinea,Estonia,Estonia,Friendly,0,0,-3,-6,1,-2,3.4846000000000004,3.5877,lose,-3,lose_3
30873,6/6/2009,Georgia,Moldova,Georgia,Friendly,0,1,1,-1,1,-1,-1.9536000000000002,3.2553,lose,-1,lose_1
30875,6/6/2009,Italy,Northern Ireland,Italy,Friendly,3,1,-5,0,1,2,-9.5838,5.2385,win,3,win_3
30882,6/6/2009,Chile,Paraguay,Paraguay,FIFA World Cup qualification,-4,5,5,-1,-2,-3,3.5660999999999996,3.4539,win,2,win_2
30892,6/6/2009,Honduras,United States,United States,FIFA World Cup qualification,-5,3,-8,-3,-2,0,6.0121,3.8674,lose,-1,lose_1
30895,6/7/2009,Guinea,Ivory Coast,Guinea,FIFA World Cup qualification,-8,2,2,4,0,-2,2.6461000000000006,3.3609,lose,-1,lose_1
30897,6/7/2009,Jamaica,Panama,Jamaica,Friendly,-2,4,3,4,3,1,-2.1271000000000004,3.2786,win,1,win_1
30900,6/9/2009,Iraq,Poland,Iraq,Friendly,-1,2,-10,-1,-4,1,2.9041000000000006,3.4465,draw,0,draw_0
30898,6/9/2009,Azerbaijan,Spain,Azerbaijan,Friendly,0,0,-1,-7,-9,4,16.360000000000003,7.4745,lose,-6,lose_3
30902,6/10/2009,Australia,Bahrain,Australia,FIFA World Cup qualification,3,0,-7,-2,-1,2,-5.5504,3.8136,win,2,win_2
30915,6/10/2009,Japan,Qatar,Japan,FIFA World Cup qualification,0,2,8,3,2,0,-7.756400000000001,4.5264,draw,0,draw_0
30920,6/10/2009,Malta,Sweden,Sweden,FIFA World Cup qualification,-9,0,4,1,-3,-2,37.6396,13.2857,lose,-4,lose_3
30921,6/10/2009,Kazakhstan,Ukraine,Ukraine,FIFA World Cup qualification,-3,0,12,3,-5,-1,21.6176,8.2928,lose,-1,lose_1
30911,6/10/2009,Finland,Russia,Finland,FIFA World Cup qualification,-11,5,3,-2,-3,1,2.5729999999999995,3.3262,lose,-3,lose_3
30910,6/10/2009,Faroe Islands,Serbia,Faroe Islands,FIFA World Cup qualification,-5,0,6,0,-7,1,19.3733,8.129,lose,-2,lose_2
