team_1,team_2,home_team,tournament,h_win_diff,h_draw,f_goalF_1,f_goalF_2,f_goalA_1,f_goalA_2,f_win_1,f_win_2,f_draw_1,f_draw_2,avg_odds_win_1,avg_odds_draw,avg_odds_win_2
134,178,178,25,4,4,27,14,10,18,5,5,3,4,3.5260000000000002,3.24,1.916
128,182,128,21,1,3,20,10,11,18,3,5,1,1,1.4612,4.2123,6.8446
1,17,17,22,-1,1,13,12,8,13,4,3,2,3,3.1984,3.188,2.2152
38,86,86,22,-3,5,12,15,10,11,3,8,4,2,3.425,3.1875,1.975
25,126,126,22,3,4,10,13,10,12,3,3,2,2,6.0,3.55,1.5
69,142,69,22,1,0,17,20,25,11,7,3,2,2,1.2119,6.2485,11.3731
1,107,107,36,1,1,5,8,12,9,1,1,4,2,1.4167,3.8533,7.1273
93,195,93,22,0,0,21,15,14,12,6,3,1,2,1.475,3.9214,6.9671
1,109,1,22,-3,1,11,13,5,12,5,6,4,3,2.3444,2.998,3.1008
15,112,112,22,-3,0,15,17,6,10,3,3,3,3,17.2542,7.8492,1.0992
103,155,103,21,-4,3,20,23,11,13,3,6,2,2,5.9663,3.6656,1.4869
169,195,195,9,-5,4,15,10,8,8,2,2,3,3,3.7083,2.9583,2.0283
3,95,95,21,0,0,9,15,18,8,0,1,1,3,11.9091,5.4182,1.2027
67,126,126,6,0,0,21,14,10,6,3,1,2,5,2.8979,3.2671,2.2138
40,125,40,6,0,0,14,12,17,10,2,2,1,1,6.7195,3.8642,1.4232
78,119,78,21,-1,0,14,15,13,10,2,8,2,0,15.1872,7.2856,1.1272
37,188,37,21,-28,14,10,21,6,13,1,4,5,3,2.0714,3.1214,3.1857
29,171,171,22,0,0,13,11,9,12,4,2,1,1,1.4,4.365,7.5
146,172,172,21,-2,6,16,15,16,12,5,6,3,2,2.5208,3.2742,2.835
24,89,89,36,-1,1,14,12,8,17,4,4,1,3,3.0279,3.1669,2.4255
167,175,167,13,0,0,14,13,16,14,8,3,2,0,1.01,27.53,73.5467
31,85,31,4,-10,2,24,26,19,9,3,5,1,1,18.5,9.25,1.05
88,122,88,21,0,1,11,15,13,11,4,2,4,5,1.5912,3.5444,5.9984
54,80,80,22,1,4,20,14,11,19,2,5,1,0,2.8156,3.1856,2.3022
17,24,17,36,0,0,7,15,8,13,4,4,4,3,2.4339,3.2104,2.855
12,139,139,22,0,0,15,18,16,10,2,4,2,3,9.2893,5.9929,5.3468
112,192,112,4,-2,1,23,18,6,9,3,1,2,4,3.0168,3.1882,2.1591
26,37,26,20,40,12,15,20,15,12,9,6,1,2,1.5233,4.3948,6.1885
24,145,24,22,0,0,14,20,17,11,2,2,2,5,4.0227,3.4208,1.8012
65,107,65,36,12,0,6,17,13,11,2,0,2,3,1.0236,14.068,43.1036
26,65,26,20,2,4,18,15,15,8,8,6,2,3,1.7233,3.35,4.9333
72,93,93,20,-1,0,9,23,7,14,6,7,3,1,3.0696,3.3281,2.3667
133,173,173,22,0,0,11,20,12,15,6,4,2,1,3.4711,3.2384,1.9895
70,119,119,22,0,0,9,24,11,10,6,6,1,0,4.7957,3.3,1.6586
39,188,39,20,-6,9,17,12,11,14,5,6,4,2,2.1262,3.3135,3.6127
7,133,7,20,2,1,18,17,13,7,8,5,0,3,1.3996,4.36,8.5396
62,83,83,22,-20,1,25,11,13,11,0,5,1,2,11.17,5.558,1.202
83,161,83,21,-1,0,14,15,13,16,4,2,0,2,2.6959,3.2344,2.5841
70,91,70,22,4,10,21,19,12,17,7,8,2,1,2.4907,3.054,2.7847
149,156,149,21,-1,0,15,19,8,11,5,5,3,1,2.1817,3.1726,3.2813
124,151,151,21,0,0,21,13,14,16,7,5,1,3,1.5007,3.6953,5.996
85,137,137,1,0,0,20,13,11,8,6,7,1,2,14.7373,6.6273,1.1209
49,69,49,22,-6,2,13,14,5,13,4,7,1,0,3.0079,3.2629,2.2642
171,197,171,22,-8,2,15,7,8,10,1,4,2,4,2.6633,3.2133,2.4267
94,187,187,22,-5,3,12,11,7,21,1,2,4,1,3.2492,3.2258,2.1325
69,70,70,20,1,0,19,11,9,7,7,5,2,1,1.443,4.2507,7.5119
131,147,147,22,2,0,15,11,10,12,3,2,2,3,3.736,3.2967,1.926
29,133,133,5,-6,5,9,9,7,12,6,4,3,6,4.0731,3.0892,2.0292
92,119,119,21,-10,1,14,11,9,14,4,8,2,0,15.3089,6.5489,1.1518
10,187,10,0,0,2,14,17,15,13,3,5,1,2,1.4203,4.0621,7.9331
17,119,17,22,1,0,14,9,14,7,3,5,3,2,6.5354,3.8446,1.5218
4,41,4,22,0,4,11,12,6,15,3,5,6,1,1.9827,3.2009,3.6127
145,152,152,21,4,0,8,33,10,8,3,0,3,0,1.0188,13.0938,48.875
3,160,3,36,0,0,19,14,14,13,0,3,0,3,27.4611,10.8522,1.0607
64,106,64,8,2,0,9,18,10,9,5,2,3,2,1.5204,3.7464,5.7712
186,189,186,22,0,0,19,17,5,12,6,4,2,2,1.2659,4.7065,9.3553
96,194,194,22,0,0,9,23,15,7,3,3,1,1,2.3333,3.1633,2.7267
135,182,182,22,1,2,13,12,11,17,1,4,4,4,9.7146,4.9036,1.3107
38,137,137,22,1,0,20,8,7,10,4,4,1,1,2.6129,2.9733,2.7038
167,182,167,21,1,4,10,14,14,15,9,6,1,3,1.3567,4.3938,8.69
136,161,161,21,3,1,7,10,12,7,5,2,5,5,2.759,3.153,2.334
1,17,17,36,0,0,16,14,10,10,3,2,2,2,5.471,3.449,1.5719999999999998
6,184,184,21,0,0,21,12,18,11,6,6,1,0,29.9219,12.1429,1.0238
83,105,105,22,1,1,12,25,10,11,4,1,2,1,1.3015,4.771,8.782
89,100,89,21,2,1,14,10,12,12,4,4,4,3,1.4724,3.9356,6.9096
119,133,119,22,1,2,9,8,13,15,6,5,3,5,1.7581,3.5212,4.4554
30,157,157,21,1,0,6,18,10,17,4,1,2,2,1.9986,3.2429,3.3279
65,88,88,21,1,4,9,12,7,15,5,3,3,5,2.3204,2.9788,3.2968
6,79,6,21,-5,1,24,21,17,12,6,4,2,2,1.9429,3.2552,3.5143
146,150,146,21,3,1,15,13,12,11,4,6,4,3,1.6727,3.6673,5.2073
79,90,90,22,-1,0,13,18,5,14,4,5,1,3,19.8448,8.3217,1.1009
161,173,161,36,-4,1,14,14,8,14,6,6,0,1,3.4245,3.201,2.1952
55,96,55,22,7,3,16,15,10,5,7,6,0,3,1.3167,4.4833,7.7467
7,76,76,22,0,0,15,16,9,9,5,2,4,3,1.2241,5.8181,10.9826
47,173,173,21,-3,2,13,12,14,18,1,6,1,2,14.1759,6.367000000000001,1.187
70,100,70,22,0,0,9,15,7,13,3,4,3,2,1.6568,3.5224,5.0648
0,174,0,21,-2,0,12,15,7,12,3,4,4,2,10.0769,4.7259,1.2834
14,137,137,39,3,10,17,13,6,14,4,4,3,1,2.2217,3.0265,3.1313
54,137,137,22,1,0,15,15,6,9,4,4,3,3,2.3015,3.1346,2.7408
41,164,41,6,-3,2,18,10,8,16,4,4,2,4,2.2986,3.1018,2.9621
8,109,8,36,0,2,17,6,13,10,3,2,2,2,1.6314,3.6807,5.3971
23,37,37,21,-15,7,14,13,8,5,1,1,3,5,6.0071,3.5071,1.5086
100,160,100,21,-2,1,18,11,13,9,2,2,3,4,3.4782,3.3204,2.0964
87,187,187,22,2,7,10,11,13,15,4,3,4,3,2.765,3.1583,2.2933
12,148,148,22,0,0,12,16,2,6,2,6,5,0,3.5508,3.2415,1.9915
2,188,2,22,0,0,13,15,4,14,5,5,3,3,3.75,3.3375,1.885
10,75,75,19,0,0,14,19,13,15,5,5,2,1,1.0117,18.8333,34.1667
68,106,68,22,2,1,18,19,7,12,1,2,1,2,2.0,3.2,3.2
85,159,85,4,7,8,28,16,5,15,6,3,1,3,2.1875,3.2375,2.9
32,160,160,22,0,0,14,17,12,12,5,5,3,2,2.358,3.2112,2.8332
28,172,28,21,-6,2,19,10,12,21,2,4,4,5,2.845,3.0660000000000003,2.287
10,26,26,22,-3,1,23,20,17,14,4,7,4,3,14.6826,6.9670000000000005,1.1611
26,184,184,22,11,0,16,20,11,11,6,7,3,0,1.6181,3.4644,5.1213
109,146,146,22,-1,0,10,24,7,12,2,6,2,2,18.5404,8.0923,1.1119
69,105,69,21,3,0,14,25,19,11,7,1,1,1,1.0119,14.6591,54.5409
167,184,184,22,2,0,17,9,13,12,7,2,1,6,1.8025,3.4086,4.2871
38,80,38,22,-1,0,12,16,15,9,6,5,2,3,2.4505,3.1123,2.8168
77,125,77,21,1,2,10,17,10,3,3,3,4,3,1.3463,4.2196,8.8919
179,185,185,6,2,0,14,12,11,4,3,4,1,3,4.4418,3.36,1.7475
90,172,90,22,2,6,16,9,15,7,6,6,2,1,1.8263,3.2542,4.4454
17,65,17,21,0,1,8,13,13,9,4,3,3,2,6.4307,3.7619,1.5648
17,93,17,22,0,0,11,23,14,18,4,5,3,1,3.4304,3.3343,2.0543
97,153,153,21,2,9,14,13,9,6,3,4,3,3,5.0543,3.3271,1.64
85,112,112,4,10,13,21,25,18,7,7,4,0,1,2.3318,3.0614,2.9145
68,186,68,21,-4,1,15,8,14,10,2,7,2,3,5.8064,3.5109,1.5245
102,110,102,12,-1,0,14,17,4,13,1,1,4,1,2.0755,3.2085,3.2119999999999997
18,72,72,22,0,1,17,9,9,8,5,5,4,5,2.7789,3.0214,2.5868
185,195,195,22,-4,10,10,14,9,12,5,3,3,1,5.085,3.4863,1.6488
0,174,0,21,-1,0,34,13,10,17,2,7,2,0,17.0,7.0,1.1
156,167,167,21,-2,2,11,16,9,2,3,6,5,4,6.1508,3.555,1.5083
17,107,107,36,2,2,14,19,14,17,3,2,3,2,1.5054,3.8643,7.1879
86,172,172,22,0,0,14,12,5,5,6,3,2,3,5.7582,3.6439,1.5971
65,68,65,21,2,0,10,11,9,10,4,4,3,2,1.1141,8.2478,20.2859
33,164,164,22,0,0,12,10,15,6,4,3,2,4,3.1022,3.2056,2.1378
100,172,100,36,-7,4,17,12,9,6,1,1,5,7,4.6556,3.2833,1.7144
41,58,58,5,5,0,12,17,8,10,5,2,1,2,3.0548,3.0069,2.3955
137,189,137,22,0,0,14,30,6,13,5,7,3,2,2.5,3.175,2.4875
69,182,69,35,8,3,12,13,15,13,6,6,2,2,1.435,4.16,7.6046
37,191,37,22,14,4,18,12,14,11,7,2,2,4,1.4611,3.8711,6.7374
113,144,144,2,1,0,23,11,17,7,4,2,2,4,2.9642,3.0458,2.2846
60,82,60,21,0,0,15,12,12,13,3,5,1,4,3.4048,3.2781,2.1322
26,49,49,22,1,0,13,14,9,14,7,7,2,1,1.8604,3.4608,4.0519
87,194,87,21,5,0,9,14,11,21,3,2,0,3,1.137,6.0461,14.5822
97,137,137,0,5,9,9,14,15,19,3,2,4,3,3.2017,3.1848,2.1983
115,136,115,36,-6,2,19,12,11,11,2,1,0,4,7.7555,4.1628,1.4497
60,83,60,22,-2,0,11,17,3,10,4,5,1,2,4.0634,3.1831,1.9452
92,140,92,22,-2,4,17,14,6,2,7,4,3,2,1.8286,3.2786,3.9557
28,82,28,21,-7,5,15,17,12,10,2,4,5,2,1.6792,3.3642,4.5617
80,119,80,21,-12,5,13,13,6,12,4,9,5,0,3.2133,3.2015,2.1763
44,115,44,36,5,1,14,18,13,13,4,2,2,0,1.0412,13.1856,37.2956
75,81,75,19,-5,0,21,13,17,16,3,2,2,2,4.102,3.418,1.744
89,149,149,22,-6,5,19,17,11,12,4,4,4,2,4.0924,3.2796,1.8619999999999999
76,184,76,21,-4,3,23,12,12,12,2,7,1,2,3.4889,3.2444,1.9233
45,79,45,10,2,12,25,11,4,12,4,1,1,5,2.28,3.1835,2.8129
90,106,106,36,3,2,14,9,11,15,5,3,3,1,1.3194,4.3231,8.755
97,153,97,21,2,8,16,15,9,8,3,4,3,2,2.228,3.15,2.82
38,100,38,22,0,0,13,9,8,9,5,1,3,3,1.9111,3.3181,3.8719
12,89,12,21,-2,0,12,16,13,15,3,4,3,0,3.9496,3.3023,1.9396
137,188,137,22,0,0,6,7,4,14,4,6,4,2,7.9993,4.5614,1.3666
64,145,64,36,-14,6,9,20,11,14,5,7,2,2,2.6521,3.17,2.5647
44,145,145,35,1,1,11,10,15,11,6,4,2,3,2.7679,3.4229,2.4317
31,159,159,22,-7,2,19,19,17,9,2,3,0,2,18.166,8.2688,1.1032
70,124,124,22,-3,3,12,13,13,4,6,4,2,4,2.1214,3.1364,3.2736
44,109,44,21,2,2,11,9,13,6,4,2,3,4,1.2672,5.2832,11.2504
155,185,155,21,1,2,13,20,15,8,2,6,4,1,1.6668,3.5104,4.8676
60,90,60,36,-4,0,11,13,4,11,3,2,3,6,8.2639,4.1932,1.3975
26,172,172,22,7,3,10,17,14,16,8,6,1,0,1.844,3.4764,4.1112
54,119,54,22,-10,5,16,19,9,13,1,6,6,3,1.55,3.75,4.75
90,115,115,21,5,0,17,11,12,11,4,4,3,1,1.0531,11.5346,32.6569
39,94,39,22,0,0,11,6,8,11,5,5,4,3,1.1419,7.0985,16.8378
44,136,44,22,0,0,16,17,8,9,3,2,4,3,1.88,3.2,3.8819999999999997
11,91,11,22,0,0,10,17,8,10,2,7,5,1,3.6776,3.2353,1.93
58,158,58,21,-2,0,16,18,4,5,4,2,2,2,1.9269999999999998,3.2526,3.7344
119,184,184,22,15,13,8,18,9,13,5,2,2,2,2.9079,3.1118,2.4254
145,186,145,21,1,2,12,9,15,8,4,2,3,3,2.1335,3.1915,3.495
70,77,77,6,7,6,13,22,6,11,2,6,4,2,1.7738,3.3546,4.2725
72,115,115,36,2,2,9,14,9,15,5,1,1,3,1.2918,4.46,9.2264
126,133,133,21,-2,0,11,10,6,9,4,3,4,5,14.6377,6.82,1.1258
92,140,140,22,-2,4,15,15,10,14,4,7,1,0,3.9026,3.3,1.9043
4,114,4,5,0,1,4,12,10,10,2,4,6,5,2.3075,3.1271,3.0438
106,167,167,36,-3,1,12,11,7,11,3,8,2,1,25.8411,10.0933,1.07
10,112,10,22,3,0,10,24,13,7,7,6,2,2,1.0724,9.3212,24.3776
97,139,97,39,3,1,20,14,4,11,3,3,2,4,1.29,4.5,9.0
32,91,32,6,1,3,15,20,16,12,3,3,2,3,2.6634,3.0507,2.54
26,184,184,22,15,0,10,7,9,8,7,5,2,1,1.6781,3.7267,4.6867
7,44,7,22,0,1,12,15,10,12,7,7,1,1,1.2339,5.7768,12.0779
118,155,118,6,-1,0,27,19,11,8,0,6,0,1,13.3804,6.3242,1.1471
80,140,80,21,14,6,10,14,10,12,3,7,1,0,1.7285,3.4059,4.59
64,146,64,36,-2,2,8,12,12,11,0,7,5,1,4.779,3.332,1.675
122,136,136,22,1,0,14,15,9,7,3,6,4,2,6.4652,3.8809,1.483
70,93,93,22,-2,0,17,18,11,20,5,3,3,2,4.9422,3.6715,1.6569999999999998
11,149,11,21,0,3,17,13,15,10,2,4,3,3,3.0177,3.2136,2.2827
33,116,33,23,1,2,18,16,5,14,4,4,2,5,1.6756,3.4828,4.9996
38,94,38,22,5,2,16,16,12,7,5,1,4,3,1.4347,3.8289,6.6421
66,77,66,22,1,0,10,14,7,8,5,4,3,3,2.6875,3.1875,2.3725
159,192,159,25,1,2,10,18,6,17,2,4,4,2,2.38,3.2167,2.65
131,140,140,23,-8,0,17,14,18,9,2,3,2,2,8.4746,4.4813,1.3279
100,186,186,22,-2,0,17,11,7,7,2,7,4,1,10.3525,4.6668,1.3018
70,184,184,20,1,0,12,17,8,17,5,3,1,2,3.1504,3.0781,2.4012
93,148,148,21,-1,2,11,21,12,11,5,5,4,1,2.1229,3.1833,3.2024
137,153,137,21,-10,2,8,8,8,10,4,2,6,2,2.8781,3.0627,2.365
92,184,184,21,-9,8,11,13,8,13,6,7,2,2,8.7676,4.6648,1.3192
17,149,17,36,-1,0,22,15,13,8,3,8,2,2,6.0711,3.7094,1.5267
87,94,94,0,14,9,8,13,8,6,2,1,5,2,2.3497,2.8359,3.2728
7,133,7,22,2,1,21,24,8,8,3,5,5,2,1.3907,4.3093,7.7257
83,128,128,21,-7,1,16,21,8,12,3,6,2,2,17.0145,6.7659,1.1323
65,142,65,22,2,1,22,21,4,16,5,3,2,3,1.3474,4.387,9.6304
82,135,82,36,4,0,25,11,8,10,4,1,3,4,1.6097,3.6883,5.9469
65,156,65,21,1,0,13,13,8,13,4,2,3,5,1.5406,3.6222,6.2978
18,148,18,22,0,0,25,17,8,8,2,2,1,4,1.5558,3.7004,5.7471
20,132,132,21,-2,4,22,20,10,7,3,1,1,3,2.3707,3.1821,2.6436
38,181,38,22,0,0,14,8,8,9,6,4,3,5,2.7807,3.0293,2.5648
119,131,131,23,1,0,23,18,6,16,5,1,0,2,1.095,7.9645,18.6332
70,133,133,7,10,18,18,23,9,10,5,7,2,1,2.7327,2.865,2.6112
149,150,149,22,-1,2,20,20,9,9,8,5,0,2,2.0405,3.1071,3.4719
7,184,184,22,3,0,16,11,10,14,7,4,0,1,1.7182,3.3471,4.4729
66,124,124,21,-7,0,11,22,5,11,5,7,3,1,8.4491,4.2509,1.3264
87,153,153,34,6,6,15,18,8,7,4,3,5,5,3.3906,3.2361,2.0078
4,124,4,5,-4,1,9,14,6,9,3,3,6,3,3.3839,3.1029,2.1889
187,189,187,1,4,2,13,24,13,8,1,4,5,1,2.1919999999999997,3.198,2.9160000000000004
145,159,145,25,0,0,21,21,4,18,3,4,2,2,1.2483,5.0333,9.6042
60,106,106,8,-5,10,13,13,7,10,3,3,2,1,3.764,3.2310000000000003,1.9
18,65,18,22,5,18,14,10,16,10,8,4,1,2,2.3743,3.2289,2.9157
38,172,172,22,-1,1,16,18,9,14,6,6,0,0,11.025,5.3431,1.2381
153,159,159,22,3,0,26,26,7,10,7,3,1,5,1.3173,4.4655,7.8682
28,161,161,36,1,0,14,10,8,9,5,3,2,3,2.4864,3.1823,2.6636
51,140,140,21,-1,0,10,14,28,19,4,6,1,2,25.6654,10.5233,1.0342
43,92,43,21,5,8,17,10,5,8,6,3,3,3,1.6893,3.4037,5.0981
1,182,182,21,1,2,18,12,11,13,5,5,1,3,9.2427,5.2555,1.2255
109,172,172,22,-2,0,12,18,11,15,4,5,2,3,10.0174,5.3111,1.2670000000000001
38,109,38,22,1,1,11,11,12,12,5,5,2,3,1.7908,3.2921,4.24
86,178,178,1,8,2,14,11,7,12,7,5,2,3,1.44,3.8531,6.4454
47,173,47,21,-1,1,15,13,12,13,2,5,2,4,6.355,3.7533,1.4575
101,178,178,25,-1,2,22,13,10,13,2,5,0,2,4.75,3.4,1.65
65,106,65,36,1,0,10,10,4,13,7,4,1,0,1.0726,9.4479,24.4695
120,136,136,21,0,1,14,6,3,14,2,6,4,3,10.5742,5.7883,1.1692
11,95,11,21,1,2,18,21,12,9,4,1,3,3,1.1915,6.2838,14.4742
3,145,145,22,0,0,16,8,11,12,0,4,0,4,30.2838,12.1367,1.0371
55,195,55,5,5,2,18,9,8,12,4,4,5,2,1.3955,4.5025,15.374
17,83,17,28,0,0,13,21,17,10,3,1,1,3,2.1875,3.2125,3.0175
23,143,143,22,-5,8,15,16,12,11,2,3,5,3,4.7333,3.4333,1.6653
33,76,33,22,7,2,9,14,5,9,0,1,5,4,2.2396,3.145,3.1632
17,94,94,22,0,0,10,18,13,4,3,3,3,1,2.1339,3.1635,3.3165
37,160,160,22,-1,0,17,20,13,15,6,4,2,2,2.7308,3.2164,2.4544
7,145,145,22,4,2,19,13,9,15,6,3,3,4,2.2859,3.1789,2.9544
47,68,68,21,1,0,21,15,8,13,4,3,2,1,3.4463,3.2508,2.0617
55,132,132,6,0,0,21,19,12,9,8,2,1,2,1.3408,4.2972,7.5728
153,167,167,22,-1,0,8,21,12,20,4,9,5,0,21.0671,8.2205,1.0805
52,170,170,21,0,1,37,17,6,18,5,4,1,4,4.877,3.5460000000000003,1.6155
69,90,69,35,-7,9,21,9,16,10,7,4,1,3,1.8822,3.3322,4.5752
1,83,1,21,1,0,14,26,6,9,3,3,3,0,1.9637,3.3219,3.8448
124,195,195,22,4,1,17,9,11,6,3,5,4,1,2.2178,3.1552,3.0583
19,140,140,37,-3,1,17,17,11,10,1,6,3,1,16.0171,6.5082,1.1141
10,148,148,22,3,1,19,12,14,8,3,5,1,4,2.2979,3.0772,3.1307
110,171,110,12,0,1,18,10,13,12,2,2,0,2,2.5671,3.1,2.529
20,58,58,6,0,0,18,12,9,6,4,3,1,4,4.3503,3.43,1.74
125,177,125,6,1,3,12,9,9,11,0,4,7,4,1.8133,3.3067,4.0713
143,173,173,22,0,0,15,12,8,11,3,5,3,4,7.4178,3.8541,1.4704
3,47,47,36,-3,0,17,10,13,6,0,1,1,2,18.4728,6.8993,1.1607
36,181,36,6,-1,1,16,10,13,15,2,1,3,6,5.7,3.6,1.53
60,182,182,22,-2,3,18,14,11,8,2,5,4,1,10.5415,4.9958,1.2727
167,182,182,21,2,4,11,14,12,14,9,5,1,4,2.0708,3.1921,3.5421
37,39,39,21,4,10,26,17,7,4,7,7,1,2,3.8229,3.3382,1.9625
162,175,162,21,-9,3,16,27,8,34,5,7,2,1,2.5529,3.19,2.5114
60,156,60,36,1,0,17,7,13,14,2,4,3,1,4.05,3.2926,1.9244
8,145,8,36,-3,1,10,18,5,14,1,7,3,2,7.9227,4.2413,1.3633
88,89,89,21,0,1,10,14,6,10,6,4,3,4,2.2367,3.14,2.9844
15,98,15,21,-2,0,16,13,8,9,4,1,3,3,3.0654,3.0333,2.2788
39,161,161,22,0,0,16,12,11,4,6,6,3,0,1.5604,3.7736,6.1125
71,88,88,36,0,0,19,15,8,11,4,3,2,3,47.6865,18.2346,1.0108
93,128,128,22,-2,0,25,19,17,12,4,6,1,4,6.5967,4.2685,1.4567
65,69,65,22,3,5,15,24,5,21,5,4,5,3,1.9133,3.155,3.6883
104,124,104,34,0,3,12,14,7,11,4,2,4,3,3.5847,3.2211,1.9405
45,184,184,23,-6,1,14,15,7,12,5,5,1,3,24.4421,10.6846,1.0546
43,119,119,21,-18,13,8,16,14,10,4,7,4,0,12.7633,5.6925,1.2029
106,187,106,22,0,0,11,25,7,13,3,7,2,2,2.4739,3.1326,2.8022
49,146,146,21,-5,1,17,19,13,9,4,5,3,1,6.2944,3.6806,1.5389
58,164,58,21,0,0,14,14,5,7,3,2,3,3,2.9359,3.2471,2.1606
146,164,146,22,1,0,19,11,15,10,4,5,2,2,1.5511,3.5542,6.0842
42,67,67,22,0,0,19,19,13,8,4,3,1,2,4.0,3.25,1.85
39,143,39,14,1,16,10,15,19,10,8,3,0,1,1.6438,3.5838,6.0
1,7,7,22,0,0,9,23,5,9,5,5,3,3,25.4304,9.8532,1.0536
62,106,106,21,-5,1,24,13,14,11,0,7,0,0,16.4478,6.922999999999999,1.1352
49,57,49,22,-8,4,14,16,13,7,4,7,3,2,2.9944,3.1689,2.21
44,173,44,22,1,1,14,16,13,12,5,5,3,3,1.8346,3.3408,4.3685
76,119,119,21,-13,5,19,18,13,7,1,4,2,2,8.6357,4.6414,1.2657
76,164,164,22,0,1,11,13,8,3,1,3,2,6,11.7419,5.3312,1.2327
7,161,7,22,0,0,12,11,15,13,5,6,4,0,1.1921,6.3011,13.4764
24,146,146,21,0,0,16,14,19,9,7,6,2,3,7.9064,4.2612,1.4024
65,156,65,22,2,1,9,10,11,5,6,3,4,3,1.4352,4.0311,7.3148
41,66,66,5,4,7,14,12,10,6,5,3,1,4,3.9245,3.1779,1.9759
96,185,185,6,-8,30,18,15,4,11,2,5,0,3,6.8348,3.9684,1.4316
31,108,31,21,2,0,15,17,17,14,2,2,0,1,1.6579,3.8071,4.4107
60,94,60,22,0,0,10,12,4,8,3,3,2,3,2.1032,3.0611,3.6354
39,143,143,21,-1,14,16,20,8,8,4,2,4,4,2.7438,3.1714,2.3871
97,137,97,1,9,7,12,11,8,8,3,6,3,3,2.0725,3.205,3.1819
94,137,94,21,3,0,22,15,3,6,5,4,0,3,2.2811,3.1119,3.1304
25,77,25,5,-4,0,4,19,5,8,3,3,6,4,4.5721,3.2839,1.7982
125,132,125,6,0,0,15,17,11,10,1,2,6,3,1.7031,3.3231,4.7162
10,189,189,21,0,0,10,24,6,11,5,6,3,2,2.205,3.1938,3.0181
80,184,184,23,-9,3,11,17,9,16,4,8,1,1,7.7981,4.47,1.3719
91,125,125,21,4,0,18,12,10,11,3,4,3,1,1.4131,3.9013,6.8469
114,164,114,22,1,2,13,8,14,9,3,5,1,5,2.7738,2.9885,2.5477
100,120,100,21,0,0,9,10,12,13,3,2,4,5,1.4623,3.9338,7.0412
70,104,104,7,-1,4,17,12,7,6,6,4,1,5,2.1252,2.9459,3.4893
7,10,10,22,3,1,20,10,12,18,7,4,2,3,1.6075,3.4375,5.0575
176,189,176,21,-1,3,9,16,12,15,6,4,2,1,7.2575,4.2275,1.3754
95,172,172,21,0,0,24,15,8,15,2,5,3,0,23.5,10.4405,1.071
90,128,128,22,4,7,18,22,10,14,5,6,3,0,3.0664,3.2579,2.2964
26,136,136,22,-2,1,20,16,14,11,9,3,1,1,1.8938,3.2375,3.6738
4,146,4,20,-2,0,18,20,10,7,4,8,2,2,9.05,4.025,1.325
1,82,82,22,-4,1,13,25,6,9,4,3,3,4,3.7789,3.0737,2.0456
14,97,97,22,-8,12,7,16,3,12,3,3,5,4,2.8556,3.0308,2.4796
35,170,35,21,-2,0,20,17,12,17,1,5,2,3,7.9432,4.4327,1.3186
7,39,7,21,7,5,10,10,7,4,4,3,5,3,1.2304,5.2492,12.6048
55,77,55,22,0,1,21,21,11,13,6,4,1,2,1.4340000000000002,4.046,7.05
139,187,187,22,0,1,19,25,9,14,3,3,3,1,9.6522,5.2878,1.2422
128,193,128,22,6,0,16,11,13,11,4,3,5,3,1.1726,6.5044,15.8744
84,148,148,22,-1,0,25,14,26,10,2,5,1,1,10.5,6.25,1.165
18,145,145,36,0,6,16,21,9,10,2,5,2,4,7.6336,4.1109,1.4036
26,149,26,22,2,0,14,17,7,7,6,2,1,5,1.1319,6.9604,16.2677
69,90,90,22,-5,8,23,9,19,13,5,5,2,5,3.464,2.985,2.04
8,115,115,22,1,0,9,17,5,13,2,1,4,2,2.2914,3.2086,2.8529
48,122,122,36,1,0,18,14,11,7,3,4,3,3,2.5418,3.2239,2.7743
61,111,61,22,0,2,17,17,17,12,3,5,1,4,2.0,3.1,3.75
43,131,43,37,13,0,15,19,13,10,4,4,2,2,1.2685,5.1165,8.8875
119,142,119,22,0,5,23,24,9,9,6,6,0,0,1.9511,3.2056,3.45
79,167,79,22,0,0,11,16,6,15,5,7,1,3,25.835,10.7992,1.0542
17,106,106,22,1,2,15,12,9,9,3,3,3,1,2.5185,3.1808,2.6812
92,180,180,10,1,9,19,19,13,8,1,7,3,1,2.0573,3.148,3.2653
3,64,3,21,-1,0,23,9,14,19,1,5,1,1,9.99,7.2222,1.0711
11,173,11,22,15,5,15,7,15,12,4,3,1,3,2.6346,3.2029,2.5625
82,161,82,22,-1,0,21,7,4,9,5,2,0,3,1.9367,3.1429,3.8829
60,62,62,36,3,1,16,24,13,7,2,0,4,2,1.6218,3.6246,5.4664
2,181,181,22,2,8,16,9,14,5,7,4,1,4,2.6293,2.8541,2.8119
43,145,43,20,-1,0,25,11,10,14,4,5,0,0,4.6625,3.375,1.7
93,159,93,21,12,1,23,22,8,16,8,5,1,1,1.037,13.1788,37.1016
54,57,54,22,-2,0,12,17,12,9,2,5,5,3,3.5859,3.2304,2.0926
89,107,107,21,7,0,15,18,16,11,2,2,2,0,1.4029,4.4132,7.4893
131,140,140,37,-9,0,21,17,6,10,1,6,2,1,14.4813,5.8013,1.15
69,188,188,20,6,2,16,9,14,13,7,6,1,3,1.9069999999999998,3.6104,3.8878
164,188,164,20,-1,1,20,11,4,15,6,4,4,2,3.2546,3.0235,2.3754
