team_1,team_2,home_team,tournament,h_win_diff,h_draw,f_goalF_1,f_goalF_2,f_goalA_1,f_goalA_2,f_win_1,f_win_2,f_draw_1,f_draw_2,avg_odds_win_1,avg_odds_draw,avg_odds_win_2
17,115,115,28,1,1,14,20,14,11,4,0,0,1,1.548,3.61,5.68
86,97,97,22,7,8,16,6,7,9,5,3,4,4,2.274,3.14,2.845
12,98,98,22,2,0,10,18,6,13,3,3,6,1,1.6446,3.5083,5.2692
113,127,113,30,5,2,17,18,8,11,4,2,2,3,2.0625,3.2267,3.2125
87,145,87,22,-1,2,11,21,12,13,2,6,3,2,4.6153,3.4465,1.7112
62,156,156,21,-4,0,21,11,18,12,0,2,0,6,43.6789,11.7778,1.0222
18,106,106,21,0,1,23,12,6,3,4,4,2,2,2.323,3.157,2.728
126,197,126,12,-1,0,12,10,3,12,2,4,3,2,2.7633,2.8357,2.5781
37,140,37,22,1,1,17,18,14,9,7,2,2,3,1.3237,4.6211,8.1716
83,172,172,36,-6,2,15,16,14,7,1,4,1,1,13.4469,5.9206,1.1581
60,71,71,22,0,0,16,3,10,0,3,1,3,1,1.1292,7.3246,16.0313
33,147,33,21,1,0,15,19,11,10,5,3,3,2,1.0406,9.8928,23.2733
137,148,137,24,-10,5,13,17,11,7,6,3,2,3,1.9177,3.2185,3.6462
39,181,39,22,1,0,16,16,7,5,6,4,2,5,1.2831,5.0215,10.4373
49,155,49,22,1,1,10,14,10,10,5,3,3,4,1.4808,3.898,6.4768
90,106,90,36,3,1,13,9,8,8,6,4,4,2,1.1336,6.1055,15.5491
96,181,96,21,-2,1,12,12,6,10,4,5,3,3,2.9068,3.1286,2.2491
117,124,124,21,-3,0,20,21,17,18,2,7,2,0,16.1206,7.4376,1.0947
133,197,197,7,4,1,24,5,14,7,7,5,1,5,1.9065,3.2119,3.8142
77,114,114,22,3,14,22,15,7,8,3,3,4,1,3.1238,3.2346,2.1962
26,119,119,22,12,6,11,13,12,7,8,4,1,2,1.6144,3.7556,5.26
39,142,39,22,-3,7,19,18,9,6,7,3,1,3,1.9340000000000002,3.242,3.6153
106,107,107,22,1,0,18,8,8,19,1,0,3,3,1.9857,3.3221,3.6718
60,150,60,21,-1,0,27,21,8,12,2,4,2,2,5.6160000000000005,3.4339999999999997,1.547
94,174,94,22,4,9,14,9,10,13,2,3,6,0,2.3947,3.1353,2.8233
26,60,60,22,0,0,15,10,20,9,9,3,1,4,1.1623,6.3386,13.4959
25,181,181,6,0,0,16,16,5,7,6,4,2,5,9.3152,4.6167,1.2944
7,91,7,20,1,0,17,12,14,10,3,4,2,4,1.5567,3.4833,6.1833
64,150,64,21,-11,5,20,17,9,11,3,6,2,1,4.3892,3.3262,1.8162
79,119,119,23,-6,2,14,21,6,7,2,5,3,2,9.4369,4.7338,1.3019
44,81,81,27,0,0,17,22,11,28,5,3,4,2,1.2067,5.1,9.4933
8,17,8,22,-2,1,15,8,14,9,4,2,1,4,2.238,3.2592,3.0904
85,153,85,22,-10,0,21,7,8,14,6,2,1,3,5.56,3.9113,1.55
23,142,142,21,-17,16,19,9,7,8,2,5,2,2,11.635,5.6325,1.2225
63,130,130,21,-22,3,34,23,10,14,5,5,2,2,11.2767,5.6667,1.23
4,182,4,22,0,0,19,16,10,13,5,4,2,5,4.046,3.2560000000000002,1.79
54,188,54,21,-24,10,19,21,12,13,4,6,2,1,2.2046,3.2046,3.3046
158,181,158,21,-2,1,21,15,10,12,2,3,4,4,3.0215,3.1026,2.2737
179,195,179,21,1,0,15,13,13,12,4,3,2,3,1.9246,3.2062,3.6338
7,146,146,22,4,1,10,16,17,13,7,5,1,2,2.0424,3.3672,3.5952
33,80,80,21,-1,4,17,19,11,7,2,7,4,2,5.8547,3.7316,1.4968
3,60,3,36,-8,0,22,13,16,9,0,1,1,1,6.7355,3.8077,1.4509
12,156,12,36,0,1,14,13,8,9,4,3,3,5,7.3215,4.0235,1.4215
14,174,14,39,-5,5,16,16,8,12,3,2,3,5,2.4165,2.9687,2.8596
43,119,119,23,-16,13,15,19,10,12,3,6,6,3,6.7111,3.7615,1.4696
24,119,119,22,0,0,14,15,15,12,3,4,2,2,6.1193,3.8689,1.5011
44,60,44,22,5,2,11,16,8,13,5,3,3,2,1.2177,5.8281,11.9842
87,159,87,21,3,0,6,15,10,16,7,3,2,2,1.146,6.1304,14.5868
14,187,14,0,-2,4,12,12,4,11,4,3,5,5,4.88,3.4621,1.7048
24,69,69,22,0,1,10,15,16,15,4,6,2,3,9.9541,5.0682,1.2809
145,160,145,22,0,0,10,22,16,19,5,5,1,2,2.1856,3.1722,2.9533
72,142,72,22,0,0,15,9,9,9,4,3,3,2,2.9504,3.1646,2.3283
54,188,188,21,-23,8,23,24,7,14,3,4,2,4,6.683,3.7725,1.4815
70,103,103,22,3,6,17,10,6,5,4,2,3,3,1.7543,3.4171,4.6929
44,47,44,22,0,0,14,7,12,11,5,0,2,3,1.165,6.7704,15.41
28,122,28,21,0,1,16,18,9,11,3,2,6,5,1.5784,3.6316,5.8984
41,42,41,5,-4,9,10,11,12,13,4,3,2,3,3.0315,2.7412,2.6281
114,124,124,22,-2,3,15,9,14,6,4,3,2,5,3.812,3.214,1.876
1,172,1,21,-1,0,14,9,11,7,3,4,3,1,5.4383,3.5056,1.6178
55,188,55,22,0,0,21,10,7,8,7,5,2,2,2.4467,3.0933,2.6333
90,186,186,22,5,1,16,19,9,12,3,4,5,5,2.9393,3.0459,2.4559
4,125,125,7,4,3,11,21,7,6,4,5,3,1,2.6533,3.02,2.5089
77,114,114,5,4,14,19,16,11,11,4,4,3,0,2.8646,3.0189,2.5121
75,84,75,21,-1,0,15,12,11,10,3,4,4,4,3.4046,3.1821,2.0464
97,101,101,22,5,5,17,9,9,12,3,2,4,3,1.8413,3.2588,4.1525
43,167,43,22,0,0,14,18,9,17,2,9,2,0,11.3193,5.3957,1.2539
92,180,92,22,3,9,9,15,6,12,0,2,4,3,1.8327,3.39,4.1892
66,102,102,6,2,0,9,10,9,7,2,3,4,2,1.7061,3.3425,4.7557
90,156,156,36,1,3,10,10,9,10,6,4,3,2,3.3126,3.1096,2.2526
65,136,65,22,1,4,20,15,5,12,4,3,2,1,1.3630000000000002,4.4844,8.8115
57,122,122,36,0,1,12,13,16,5,6,6,3,2,1.6357,3.4725,6.0261
112,139,112,22,0,0,13,10,14,20,2,5,3,2,2.2895,3.1389,2.9863
68,115,68,36,2,1,17,16,9,13,1,1,4,1,1.2996,4.9318,9.9554
39,119,119,22,-3,10,7,12,9,10,6,4,3,2,3.2107,3.0881,2.2441
3,105,105,22,0,0,13,17,10,7,0,2,1,2,7.3092,4.0046,1.4373
72,145,145,22,-6,1,8,21,15,12,4,6,3,1,3.0324,3.1667,2.2681
64,172,172,22,-53,11,21,10,9,8,4,3,1,3,5.6335,3.5883,1.597
38,79,38,22,-1,0,15,9,7,13,6,2,4,4,1.37,4.4604,7.7669
24,172,172,22,0,0,10,13,16,7,4,6,2,1,4.3054,3.4225,1.7788
32,164,164,22,-1,2,15,13,12,6,8,4,1,2,2.4176,3.1943,2.7533
90,136,136,21,4,3,17,8,7,11,7,5,1,5,2.2436,2.9355,3.0973
84,127,127,21,3,1,14,15,10,4,3,2,3,2,1.6108,3.5508,5.1444
79,184,184,23,1,4,14,13,9,22,1,5,3,1,9.7709,5.04,1.2665
110,177,110,12,0,3,18,16,12,11,1,3,1,4,2.785,3.103,2.339
68,145,145,22,0,0,7,14,6,12,4,4,5,4,6.1521,3.6925,1.5525
64,69,69,21,-14,5,15,15,12,15,3,7,1,1,9.587,5.0026,1.2896
104,124,124,7,-2,5,13,23,4,3,2,6,6,1,5.3818,3.3277,1.6182
88,145,88,22,-4,8,8,9,8,9,2,3,6,4,2.1196,3.2087,3.3583
85,153,85,1,-10,1,23,8,6,8,2,4,4,2,6.8288,4.2135,1.3973
64,72,72,22,-3,2,8,17,4,15,4,6,4,1,5.3453,3.4133,1.6127
54,80,80,20,1,6,16,14,12,18,2,3,5,4,1.5907,4.1081,5.7348
91,124,124,21,2,4,10,10,4,11,7,4,3,2,2.1372,3.1504,3.2304
32,128,128,22,0,1,15,11,10,14,8,7,2,2,5.4975,3.3563,1.5688
88,167,167,35,-9,7,5,27,9,8,4,8,6,1,13.4963,6.1196,1.2311
11,106,106,21,1,0,12,15,15,9,1,6,4,0,2.7233,3.1833,2.4889
20,151,151,21,0,0,11,20,17,10,1,5,5,3,2.7993,3.1356,2.3681
105,115,105,22,-2,1,18,12,14,14,1,4,1,1,2.8741,3.0997,2.4531
106,161,106,36,2,0,10,15,8,6,4,5,3,0,3.2262,3.1138,2.3269
12,97,97,22,0,0,9,13,6,11,2,3,3,3,3.525,3.21,2.06
140,180,140,22,-5,5,17,24,8,6,3,4,1,2,1.75,3.4,4.05
119,140,119,21,4,3,16,15,13,4,5,4,0,3,1.3132,4.7729,9.5811
47,172,47,17,-4,1,23,20,13,7,2,7,3,2,4.0564,3.2968,1.8708
146,160,160,21,2,0,18,23,15,8,6,4,2,4,1.9155,3.1709,3.4918
184,191,184,22,2,1,7,16,10,4,4,3,1,2,1.7483,3.3813,4.6722
28,115,115,36,10,3,12,14,13,7,3,1,3,1,1.4259,4.2421,8.2893
39,119,39,22,-3,9,10,21,6,14,3,6,4,3,1.6,3.5,5.2
97,194,194,24,5,2,15,14,21,19,5,3,3,3,1.5288,3.6594,5.5941
20,125,125,5,0,0,21,10,10,5,4,5,2,0,2.3267,3.1508,3.0163
97,178,178,1,1,0,13,23,7,11,5,7,2,1,2.3597,3.0607,2.8252
30,96,30,9,1,1,8,13,14,4,3,4,2,4,2.5,3.2,2.5
143,191,143,21,13,3,17,17,10,7,2,3,2,2,1.9404,3.2765,3.9177
179,195,179,21,-1,0,11,13,5,7,6,5,3,4,2.0233,3.1333,3.265
149,156,156,21,-2,0,10,13,16,16,4,8,2,0,5.7392,3.6415,1.6008
48,115,115,21,6,2,8,15,13,8,4,2,3,1,1.2027,6.4846,13.3781
54,128,128,22,0,0,12,10,11,11,3,7,3,3,8.505,4.5325,1.2888
38,187,38,22,2,4,22,18,14,12,7,4,3,3,1.6889,3.4756,4.9589
14,153,153,22,-11,6,14,17,14,12,5,8,3,2,4.895,3.4375,1.6513
43,45,43,23,8,2,13,5,10,13,2,3,5,4,1.2825,4.7664,9.4525
62,115,115,22,3,0,20,15,11,13,0,2,1,1,4.7468,3.4518,1.7439
153,189,153,22,2,1,10,11,10,7,3,2,5,2,1.6579,3.5621,4.9305
43,65,65,22,0,0,18,11,9,7,5,5,2,5,8.2733,4.28,1.3267
71,115,71,22,0,0,0,21,0,13,0,2,0,1,3.998,3.4408,1.8472
100,150,100,21,-2,0,21,24,14,13,2,6,3,2,3.8918,3.2245,1.8309
90,184,90,22,6,3,10,10,10,10,8,4,1,1,1.5615,3.6163,6.3185
111,133,133,21,-4,2,11,13,7,17,3,4,4,3,12.6871,5.9439,1.1846
74,92,74,10,-1,2,14,9,19,7,6,5,2,2,4.15,3.35,1.7
18,95,18,36,1,2,14,15,16,13,4,2,5,2,1.0921,8.775,23.6708
43,188,188,20,-5,2,14,14,11,17,3,5,1,3,8.887,4.1826,1.4344
15,127,15,3,3,2,19,6,4,14,2,0,4,2,3.4,3.2115,1.9685
49,146,49,36,-5,2,13,20,9,10,5,7,2,1,3.3526,2.6804,2.5444
1,68,1,22,-4,2,12,12,6,11,4,4,2,2,2.0855,3.2252,3.5066
87,137,137,24,4,3,15,16,12,12,6,2,2,3,2.0624,3.1743,3.2205
43,184,43,21,-1,5,16,20,10,9,8,8,1,1,2.3414,3.1345,2.8305
181,186,186,20,0,0,15,15,8,7,5,4,3,4,5.7588,3.475,1.6225
62,89,62,21,0,1,21,15,16,14,2,2,1,7,9.9117,5.7,1.17
143,188,143,21,-19,11,10,15,11,12,2,4,4,4,2.3071,3.0857,2.7571
93,188,93,22,0,1,19,21,16,10,3,5,2,1,2.3779,3.2668,2.8989
12,97,12,22,0,1,12,15,13,14,4,5,2,5,2.1067,3.2119,3.341
7,156,7,20,1,0,17,12,12,10,4,5,1,2,1.56,3.375,5.725
29,32,29,22,-3,1,11,7,12,6,4,3,3,6,3.8781,3.0719,1.9938
102,169,169,21,0,1,14,18,12,9,1,2,4,2,9.1764,5.2396,1.264
82,97,82,22,0,0,9,18,19,9,4,7,4,0,1.4738,4.0781,6.4688
10,178,10,21,1,0,7,12,14,8,6,5,3,4,1.0665,8.5778,21.2809
60,106,60,8,-4,9,13,14,5,7,2,6,3,0,3.2125,3.175,2.1025
167,186,167,20,1,1,16,13,14,5,7,4,3,5,1.8186,3.1543,4.3914
101,189,101,21,0,0,17,28,7,8,2,4,5,1,3.6562,3.2269,1.92
26,142,142,21,33,17,15,16,14,7,8,3,2,3,2.0362,3.1689999999999996,3.3957
84,127,84,33,2,1,13,13,12,8,3,2,2,3,2.5580000000000003,2.718,2.8165
47,173,47,21,-3,1,13,12,15,19,1,7,1,1,6.6185,3.9196,1.5173
24,60,60,21,1,1,24,13,17,8,7,3,1,3,1.4233,4.1167,7.3471
136,173,136,22,3,4,8,15,9,8,5,3,5,5,1.921,3.185,3.5389999999999997
44,72,72,36,0,3,14,9,9,7,6,7,3,3,2.7244,3.0581,2.6789
77,91,77,21,-8,2,17,15,11,7,4,4,3,5,4.3722,3.3609,1.7261
47,88,47,21,-6,1,14,11,12,11,3,3,2,6,3.7076,3.3296,1.9736
92,173,173,22,-1,0,10,11,12,11,1,6,3,3,11.2404,5.33,1.2574
153,194,194,24,13,1,12,15,8,12,2,1,3,0,1.2196,5.3569,10.9646
70,128,128,22,-1,1,14,15,6,15,5,5,3,4,7.4911,4.2374,1.4233
32,42,32,6,4,5,14,22,13,16,1,2,3,1,1.203,5.347,10.5045
72,82,82,36,3,5,13,19,15,5,5,6,1,0,2.2845,3.1918,2.9659
148,178,178,22,0,4,12,14,10,9,4,5,2,3,1.9433,3.3167,3.3717
87,148,148,21,3,8,8,15,12,14,4,3,5,3,2.3625,3.1458,2.7475
119,145,145,22,-1,2,12,13,11,11,6,4,1,4,2.4204,3.2079,2.7771
18,93,93,26,0,2,19,16,12,11,3,6,2,3,5.841,3.6719999999999997,1.537
83,105,105,36,2,1,16,18,11,15,2,1,3,1,1.5635,3.6425,5.7065
145,186,145,22,1,1,18,13,6,13,4,6,2,2,2.6168,3.12,2.5707
1,8,1,22,-1,1,13,11,7,14,5,3,2,1,2.2223,3.2135,3.1823
65,90,90,22,-10,10,14,16,6,10,5,4,2,4,3.0007,3.0796,2.4256
142,191,142,22,12,1,15,21,8,8,3,5,3,3,1.5369,3.5713,5.6381
18,184,184,22,2,0,14,13,14,9,6,5,2,3,2.1374,3.3137,3.2678
28,107,28,36,11,0,12,10,9,7,6,1,2,3,1.0213,11.1469,49.075
26,119,26,22,12,7,7,13,31,9,7,5,1,2,1.4214,4.3772,7.1824
114,155,155,21,-3,10,14,14,15,12,3,4,3,4,8.0244,4.3011,1.3178
144,159,159,4,-7,1,21,15,15,16,5,1,2,1,15.3263,7.2147,1.0984
10,54,10,22,0,0,29,13,9,10,3,2,3,3,3.6511,3.3204,2.0043
90,186,186,36,4,1,14,22,13,6,5,6,2,1,2.0721,3.0537,3.6789
29,66,66,21,-1,8,13,12,8,6,1,5,5,3,4.8167,3.4685,1.6615
31,99,31,21,0,2,16,26,11,18,3,1,2,3,2.0183,3.21,3.2625
86,187,187,21,7,2,14,10,12,16,9,1,1,3,1.8455,3.3075,4.033
86,187,187,0,8,3,11,10,16,6,7,3,1,4,2.1611,3.2946,3.0986
38,142,38,22,-1,1,14,18,7,17,4,2,4,4,3.6239,3.1579,2.07
92,173,92,22,0,0,26,12,9,9,4,6,1,2,4.375,3.2875,1.745
68,120,68,22,0,1,14,13,9,10,1,0,3,4,1.8935,3.2553,3.8471
29,42,29,21,-3,1,20,11,6,12,1,2,1,4,2.5617,3.1667,2.4067
82,146,82,21,-5,3,11,12,9,10,5,4,2,4,6.8796,3.9483,1.4692
4,77,4,22,0,0,18,12,8,11,4,3,4,4,2.29,3.2,2.75
54,119,119,14,-12,5,19,16,12,6,3,4,4,2,2.7052,3.5583,2.4617
91,172,91,22,0,0,12,14,13,5,3,4,3,4,2.0322,3.1056,3.4056
48,88,88,36,1,0,11,7,16,13,6,3,1,2,1.8644,3.1456,4.1133
32,85,85,22,0,1,11,18,7,6,4,4,6,3,1.1818,6.4539,12.3093
113,168,113,33,3,7,19,21,10,9,3,1,1,2,1.4315,4.0146,6.0223
62,161,161,36,-1,1,17,14,10,11,1,6,1,1,29.15,11.3708,1.05
100,105,100,21,4,0,22,17,18,15,3,1,3,1,1.1033,6.5556,10.7689
96,102,96,6,2,3,9,14,7,10,6,3,3,2,1.2147,5.5406,10.1794
114,195,195,21,-1,2,13,14,11,7,2,4,4,4,5.3,3.5583,1.545
140,184,184,23,-5,2,14,13,10,20,2,6,3,0,7.4332,4.0211,1.4137
61,195,195,5,-8,4,18,9,7,5,3,4,3,1,6.0057,3.5204,1.6011
136,184,184,22,1,1,8,13,12,4,5,5,1,4,4.25,3.2833,1.7933
14,148,148,0,6,17,14,16,3,10,3,5,5,4,3.3193,3.1759,2.1703
91,181,181,22,0,5,21,19,10,6,6,5,4,4,2.7383,3.1943,2.4322
36,114,114,21,-1,0,16,20,12,8,2,4,2,1,9.5965,4.6988,1.2588
69,145,145,36,12,6,20,6,19,13,7,4,2,2,1.6407,3.8489999999999998,5.2534
128,182,128,36,3,3,15,14,9,20,4,5,2,1,1.4228,4.4614,7.6921
76,180,76,21,-1,4,14,16,6,9,4,7,3,1,1.9067,3.2583,3.6956
18,161,161,22,1,0,15,10,16,10,5,4,2,2,2.9793,3.2056,2.3219
80,119,80,21,-11,5,17,17,5,8,7,4,0,1,2.7682,3.2405,2.3564
65,156,156,21,2,0,9,15,9,13,6,8,2,0,2.2796,3.1817,3.1042
14,104,104,34,0,1,22,15,7,8,2,5,3,3,6.7747,4.0782,1.4076
172,182,182,22,0,3,13,15,11,14,7,3,2,4,3.65,3.1361,2.0017
49,68,49,22,1,1,12,12,15,11,2,4,3,2,1.2541,5.3885,10.9052
37,130,37,22,0,1,22,29,7,7,3,4,3,0,1.35,3.9,7.5
2,42,2,22,1,2,13,16,14,7,3,3,2,4,1.6840000000000002,3.36,4.548
54,143,54,21,-5,11,17,12,9,8,5,5,2,3,1.6436,3.5896,5.3464
34,103,103,6,0,0,13,21,6,8,5,1,3,4,2.5426,3.1447,2.5247
3,44,44,21,-4,0,9,12,19,13,0,6,0,3,52.4185,14.08,1.013
77,96,77,21,-1,0,17,14,9,7,4,3,3,4,1.4376,3.7547,6.7335
66,153,66,22,-1,0,16,17,4,7,4,3,3,4,2.7617,3.0333,2.5633
29,67,67,6,1,1,18,21,4,10,5,3,2,2,2.4867,3.1386,2.5986
48,95,95,36,0,0,13,20,16,7,4,4,2,3,1.4545,4.14,7.4952
37,143,37,16,12,14,18,19,7,7,4,3,4,3,1.7813,3.21,4.2038
86,178,178,1,10,3,15,18,6,16,5,4,3,1,1.5188,3.6879,5.8033
1,65,65,36,-3,0,16,8,7,13,3,7,2,3,21.3736,8.3984,1.1044
11,182,11,36,1,0,20,16,14,6,3,5,1,2,2.9086,3.2907,2.3654
148,194,194,1,6,0,18,16,8,10,3,0,3,0,1.2068,5.5488,10.9404
149,173,173,22,0,3,13,11,10,9,4,4,3,4,5.003,3.4689,1.6915
70,181,70,22,4,3,20,11,8,12,5,5,1,3,1.8706,3.3029,3.9235
105,146,105,22,-5,1,22,17,10,11,0,5,1,3,17.3248,7.7843,1.1029
142,191,142,21,13,4,19,17,10,8,5,2,2,3,1.5825,3.5938,6.1296
153,174,153,22,11,4,23,18,6,11,9,6,0,3,1.5991,3.5355,4.9736
7,69,69,22,2,5,14,18,4,15,8,7,2,3,3.6645,3.4097,2.0014
112,144,112,22,3,1,23,20,10,9,3,4,4,2,1.4338,3.9867,6.731
10,173,173,22,0,0,16,5,10,12,6,2,2,4,3.6375,3.2364,1.9882
104,169,169,22,2,3,11,16,4,7,2,5,4,4,2.72,3.07,2.42
149,161,149,36,1,3,14,14,6,10,7,3,3,2,1.2456,4.7875,10.85
151,195,151,21,-3,1,14,10,8,8,2,3,1,1,2.2364,3.2044,2.9288
30,151,30,6,-2,2,11,11,10,9,1,2,3,2,2.1885,3.133,3.0607
100,184,184,22,0,0,17,20,8,7,1,5,5,3,7.8375,4.2025,1.3438
82,182,182,21,2,1,8,14,18,10,4,4,4,1,5.0085,3.6815,1.6869999999999998
8,106,106,22,0,0,17,12,13,7,3,3,2,2,3.2237,3.2004,2.1656
172,184,172,22,0,0,16,19,9,11,4,7,1,1,1.7571,3.3012,4.2859
14,148,14,24,4,14,8,6,4,14,4,2,5,2,2.376,3.0044,2.8664
17,182,17,22,0,0,16,15,13,10,4,3,0,4,3.6348,2.9371,2.309
112,194,112,1,1,0,13,16,10,7,2,0,3,0,2.3258,3.0754,2.9215
62,83,83,22,-21,1,25,13,8,14,1,5,0,0,12.4992,5.75,1.2156
60,156,156,36,0,0,11,7,5,16,4,5,3,1,13.5196,6.4248,1.1852
8,167,8,21,-5,0,14,15,11,20,0,9,3,0,15.894,6.4864,1.1552
92,184,184,21,-11,8,7,24,7,14,0,9,4,0,11.785,5.28,1.2514
95,100,95,36,-2,1,18,14,9,10,3,2,2,3,2.6157,3.0689,2.795
48,184,184,20,0,0,14,20,10,7,6,5,1,3,1.882,3.1460000000000004,3.98
55,132,55,22,0,0,25,17,4,8,6,2,1,3,1.276,5.008,10.3373
95,156,95,36,0,0,13,17,8,9,2,5,3,2,9.0488,4.4838,1.2925
49,72,72,22,5,3,14,8,12,16,4,4,4,1,3.2558,3.0765,2.2265
17,136,17,21,-1,2,17,7,15,15,3,5,3,3,2.415,3.21,2.5963
61,77,77,6,-2,2,15,19,18,12,4,4,0,1,11.085999999999999,5.2379999999999995,1.23
1,146,146,21,-3,0,17,20,8,16,3,5,3,0,20.9082,7.7818,1.1027
47,160,47,36,-2,0,26,18,7,20,4,6,1,2,4.1907,3.2493,1.7836
17,122,122,22,0,0,20,15,15,10,3,3,2,4,3.5146,3.2892,2.0133
2,111,111,5,0,1,13,15,7,7,6,4,3,2,1.5279,3.7063,6.3388
129,130,130,21,-3,1,18,24,10,11,7,4,3,2,9.498,5.78,1.194
85,94,94,22,-2,0,21,18,10,4,2,2,4,2,10.3477,5.6946,1.2196
128,149,149,21,3,2,19,18,12,11,5,6,3,1,2.1982,3.1018,2.9773
87,187,87,24,4,8,19,7,11,9,8,4,0,2,2.11,3.14,3.1305
12,156,156,36,1,1,11,14,6,10,0,4,4,2,16.9827,6.8355,1.1055
24,136,136,36,0,0,19,17,17,10,3,2,2,4,7.5736,3.8536,1.3979
94,139,139,0,1,5,12,20,5,12,0,6,2,1,1.4045,4.141,7.6914
41,171,171,6,1,0,16,10,8,11,1,1,4,3,2.2188,3.1229,3.0263
158,169,169,6,-2,0,14,15,12,10,3,3,2,0,4.1541,3.3372,1.7962
28,100,100,17,1,0,14,16,17,5,6,2,3,3,1.6782,3.3682,4.6782
17,107,17,36,1,2,4,13,10,8,4,1,3,3,1.1278,7.0989,17.7581
80,173,80,20,0,1,16,16,18,12,2,7,4,2,6.9567,4.4093,1.4796
54,167,54,22,-1,0,22,20,10,14,6,8,2,2,4.5432,3.5446,1.7596
112,148,148,1,-2,2,9,7,15,14,3,3,3,1,15.0246,6.3282,1.1296
48,172,172,22,0,1,16,13,16,21,7,6,1,3,2.7910000000000004,3.128,2.3080000000000003
62,65,65,21,-5,0,17,8,11,9,1,5,1,3,51.68600000000001,13.825,1.0105
60,167,167,21,-1,0,10,12,7,20,3,9,4,0,34.4729,11.4405,1.04
122,145,145,21,0,1,12,16,18,16,6,5,3,2,4.3580000000000005,3.4128,1.8504
19,43,43,23,-4,0,9,11,9,4,1,6,3,3,21.88,9.6312,1.0692
10,49,10,22,0,0,19,11,6,13,4,7,3,2,3.4471,3.1643,2.0086
44,136,44,22,1,0,12,10,10,9,7,8,3,1,1.7625,3.41,4.4936
54,191,54,21,2,1,16,14,13,10,2,3,5,3,1.4736,3.9114,6.9611
17,145,145,22,0,2,20,10,14,19,6,4,1,2,5.9611,3.4322,1.51
66,132,66,5,3,0,8,18,9,6,3,3,2,3,1.4825,3.8193,7.1839
33,54,33,22,-2,0,16,16,7,8,1,2,2,4,2.9748,3.2748,2.2230000000000003
47,161,47,17,-1,2,13,9,14,11,3,1,1,4,2.6589,2.9211,2.5189
6,9,9,21,0,0,23,34,10,14,4,0,1,1,1.3483,4.1817,7.6917
30,91,30,6,-2,0,12,10,17,15,2,4,1,3,6.3529,3.8129,1.4376
0,168,168,33,3,1,16,24,16,8,6,2,2,2,1.0564,9.7955,21.9091
93,115,93,22,0,0,19,24,8,10,4,0,3,3,1.1458,5.9125,12.9583
80,140,140,21,13,8,15,13,7,12,5,4,4,5,3.07,3.0844,2.3326
81,93,93,1,-3,5,18,21,18,4,5,5,2,2,17.4713,7.4869,1.0894
14,130,130,21,-2,1,19,15,6,15,6,2,3,2,2.6012,3.0580000000000003,2.6676
68,153,68,22,0,0,15,7,5,17,1,5,2,2,2.2738,3.0308,3.2458
3,120,3,22,0,0,21,13,14,12,0,3,0,2,10.5811,5.4436,1.2339
70,171,171,6,1,0,11,22,9,5,4,2,2,3,1.3152,4.5076,7.8681
133,158,158,21,8,3,12,19,6,6,4,1,3,1,1.3427,4.3073,7.4673
11,128,128,22,0,4,18,14,15,17,4,8,2,1,9.265,5.0907,1.2864
66,179,66,21,4,2,12,16,6,10,5,4,3,1,1.9035,3.2004,3.8083
18,47,18,36,6,1,19,11,5,7,8,1,1,2,1.0917,9.4507,26.6762
26,81,81,27,0,0,14,19,23,10,5,2,4,1,1.0375,7.75,9.99
0,176,176,22,-3,0,12,13,16,17,5,4,2,1,7.8706,4.6724,1.3329
100,115,115,36,-1,0,18,17,10,12,1,1,4,1,1.8754,3.3092,4.19
39,142,142,21,-4,7,21,23,12,8,4,5,0,1,2.45,3.5,2.4
94,183,183,21,-2,0,15,21,11,6,5,3,1,2,2.3442,3.2708,3.46
120,172,172,36,-2,0,10,20,12,9,3,8,2,1,16.4459,6.2619,1.1752
65,173,173,20,3,9,31,15,5,11,7,7,2,2,1.8452,3.4752,4.5752
116,119,116,23,-1,1,12,7,12,9,4,2,5,5,8.4993,4.4618,1.3471
38,189,38,0,-1,0,11,17,14,17,6,3,2,3,2.9993,3.2129,2.2132
6,92,92,10,-3,0,18,9,10,7,3,5,4,2,9.0,4.9,1.25
55,184,55,13,1,0,23,26,8,11,6,6,1,1,1.9243,3.2774,3.9891
103,117,103,7,2,1,12,21,7,10,2,1,3,1,1.6233,3.4333,4.7667
43,184,43,21,-1,6,12,23,1,14,6,10,1,0,2.497,2.9944,2.9011
29,91,29,21,-4,8,18,19,14,9,6,5,2,5,4.5225,3.3567,1.735
26,54,26,22,17,2,12,11,18,9,8,3,1,1,1.3018,4.3855,8.7018
106,167,167,21,-2,1,18,17,8,6,2,5,3,4,10.6575,6.2525,1.1308
3,44,3,21,-5,0,12,14,19,12,0,6,0,3,42.8138,12.6124,1.0195
70,179,179,6,10,9,12,15,6,11,3,3,3,1,1.8441,3.3486,3.9210000000000003
112,144,144,22,3,0,24,17,8,10,4,3,3,4,1.8575,3.4142,3.8467
89,150,89,21,1,3,15,15,15,10,3,4,1,5,3.8592,3.2904,1.9792
72,150,72,35,-9,4,19,24,12,10,7,6,2,1,3.1904,3.3028,2.244
175,188,188,13,0,0,12,18,20,9,3,3,0,2,73.4828,22.5033,1.01
19,73,73,21,0,0,22,12,19,12,1,1,3,3,8.0458,4.5821,1.3063
60,186,186,22,-3,0,15,17,14,16,4,4,1,1,9.0952,4.7259,1.3178
