id,date,team_1,team_2,home_team,tournament,h_win_diff,h_draw,f_goalF_1,f_goalF_2,f_goalA_1,f_goalA_2,f_win_1,f_win_2,f_draw_1,f_draw_2,avg_odds_win_1,avg_odds_draw,avg_odds_win_2,result,goal_diff
32336,2011-02-09,Cyprus,Romania,Cyprus,Cyprus International Tournament,-8,2,17,12,12,8,2,2,4,3,3.5235,3.2826,1.9822,draw,0.0
32366,2011-02-09,Sweden,Ukraine,Sweden,Cyprus International Tournament,-1,0,21,17,8,11,7,4,2,4,2.1623,3.225,3.1518,draw,0.0
32327,2011-02-09,Armenia,Georgia,Armenia,Friendly,-1,1,15,16,16,7,3,2,1,5,2.8304,3.093,2.4422,lose,-1.0
32325,2011-02-09,Andorra,Moldova,Andorra,Friendly,0,0,21,13,14,12,0,3,0,2,10.5811,5.4436,1.2339,lose,-1.0
32360,2011-02-09,Liechtenstein,San Marino,San Marino,Friendly,-1,1,12,43,16,13,0,0,2,0,1.45,3.9317,6.8779,win,1.0
32334,2011-02-09,Congo DR,Gabon,Congo DR,Friendly,0,7,22,11,17,6,2,4,2,2,3.0045,3.157,2.2595,lose,-2.0
32329,2011-02-09,Belarus,Kazakhstan,Belarus,Friendly,1,0,7,13,9,17,5,2,3,0,1.3989,4.2432,7.3871,draw,0.0
32341,2011-02-09,Canada,Greece,Greece,Friendly,-2,1,15,10,8,10,2,4,2,3,7.5757,4.0379,1.4254,lose,-1.0
32346,2011-02-09,Bolivia,Latvia,Latvia,Friendly,0,0,21,8,9,9,0,1,1,4,2.3886,3.2404,2.7975,lose,-1.0
32335,2011-02-09,Croatia,Czech Republic,Croatia,Friendly,0,1,11,12,9,9,7,4,3,2,1.96,3.2862,3.7119,win,2.0
32328,2011-02-09,Azerbaijan,Hungary,Azerbaijan,Friendly,-4,0,16,25,10,10,4,4,3,1,5.8329,3.7289,1.5504,lose,-2.0
32345,2011-02-09,Israel,Serbia,Israel,Friendly,1,0,23,11,8,14,4,3,2,2,2.6068,3.1514,2.6182,lose,-2.0
32368,2011-02-09,South Korea,Turkey,Turkey,Friendly,-3,1,13,17,10,9,5,7,3,0,4.3832,3.3896,1.7875,draw,0.0
32357,2011-02-09,Nigeria,Sierra Leone,Nigeria,Friendly,10,3,19,17,8,6,4,2,3,2,1.2983,4.5333,10.0833,win,1.0
32336,2011-02-09,Cyprus,Romania,Cyprus,Cyprus International Tournament,-8,2,17,12,12,8,2,2,4,3,3.5235,3.2826,1.9822,draw,0.0
32366,2011-02-09,Sweden,Ukraine,Sweden,Cyprus International Tournament,-1,0,21,17,8,11,7,4,2,4,2.17,3.2227,3.1382,draw,0.0
32363,2011-02-09,Kenya,South Africa,South Africa,Friendly,-1,1,16,14,7,8,2,6,1,3,11.8816,5.2442,1.2305,lose,-2.0
32324,2011-02-09,Albania,Slovenia,Albania,Friendly,-2,2,12,17,4,10,5,6,3,2,3.0821,3.0707,2.2939,lose,-1.0
32331,2011-02-09,Bulgaria,Estonia,Bulgaria,Friendly,1,1,19,13,10,11,4,2,1,4,1.6529,3.5782,5.0611,draw,0.0
32337,2011-02-09,Denmark,England,Denmark,Friendly,-7,4,16,16,8,10,4,6,1,3,3.2461,3.2107,2.1921,lose,-1.0
32348,2011-02-09,Luxembourg,Slovakia,Luxembourg,Friendly,-2,0,12,15,11,10,0,4,3,3,11.2382,5.5236,1.2261,win,1.0
32330,2011-02-09,Belgium,Finland,Belgium,Friendly,-1,2,17,12,11,9,4,3,1,2,1.5404,3.79,5.8168,draw,0.0
32351,2011-02-09,Malta,Switzerland,Malta,Friendly,-5,1,15,8,13,8,0,3,1,3,11.1581,5.6574,1.2215,draw,0.0
32356,2011-02-09,Austria,Netherlands,Netherlands,Friendly,0,4,18,14,15,17,4,8,2,1,9.265,5.0907,1.2864,lose,-2.0
32358,2011-02-09,Norway,Poland,Norway,Friendly,-6,3,10,17,10,13,8,1,0,6,2.4143,3.1986,2.805,lose,-1.0
32340,2011-02-09,Germany,Italy,Germany,Friendly,-7,8,17,16,17,10,8,3,1,4,1.6708,3.6192,4.9908,draw,0.0
32326,2011-02-09,Argentina,Portugal,Argentina,Friendly,3,1,22,20,10,12,8,5,0,3,2.3032,3.23,2.9882,win,1.0
32339,2011-02-09,Brazil,France,France,Friendly,1,4,13,8,16,10,8,3,1,2,2.6178,3.1052,2.6904,lose,-1.0
32353,2011-02-09,Morocco,Niger,Morocco,Friendly,2,0,8,20,11,7,3,3,4,2,1.2838,4.9746,9.5608,win,3.0
32364,2011-02-09,Colombia,Spain,Spain,Friendly,0,1,9,12,13,15,4,8,3,1,13.3736,6.0829,1.1875,lose,-1.0
32352,2011-02-09,Bosnia-Herzegovina,Mexico,Mexico,Friendly,0,0,14,15,15,12,3,4,2,2,6.1193,3.8689,1.5011,lose,-2.0
32343,2011-02-09,Ecuador,Honduras,Honduras,Friendly,0,4,12,15,9,9,2,4,2,4,2.8204,3.2086,2.3775,draw,0.0
32370,2011-02-14,Bahrain,Kuwait,Bahrain,Friendly,-6,8,16,14,13,11,2,5,3,3,2.1353,3.2242,3.1926,draw,0.0
32375,2011-03-16,Argentina,Venezuela,Argentina,Friendly,16,0,19,13,10,12,8,4,0,3,1.33,4.5527,8.4514,win,3.0
32393,2011-03-25,Austria,Belgium,Austria,UEFA Euro qualification,8,3,18,15,16,13,4,5,1,1,2.377,3.3059,2.8859,lose,-2.0
32399,2011-03-25,Hungary,Netherlands,Hungary,UEFA Euro qualification,-1,2,27,14,9,15,4,8,1,1,5.9889,3.6793,1.5826,lose,-4.0
32406,2011-03-25,Northern Ireland,Serbia,Serbia,UEFA Euro qualification,-2,1,6,11,6,15,1,4,4,1,7.0589,3.8141,1.507,lose,-1.0
32407,2011-03-25,Italy,Slovenia,Slovenia,UEFA Euro qualification,0,1,16,14,9,11,3,5,5,2,2.265,3.0427,3.345,win,1.0
32403,2011-03-25,France,Luxembourg,Luxembourg,UEFA Euro qualification,13,0,8,12,11,8,4,0,1,4,1.0456,12.067,31.9885,win,2.0
32408,2011-03-25,Czech Republic,Spain,Spain,UEFA Euro qualification,-1,1,12,15,9,13,4,7,2,1,13.1633,5.4663,1.2367,lose,-1.0
32397,2011-03-25,China,New Zealand,China,Friendly,-3,2,10,12,15,5,6,2,1,5,2.1456,3.1622,3.2889,draw,0.0
32398,2011-03-25,Estonia,Uruguay,Estonia,Friendly,0,0,15,8,11,25,2,6,3,2,6.3978,3.927,1.4881,win,2.0
32404,2011-03-25,Montenegro,Uzbekistan,Montenegro,Friendly,0,0,9,18,4,22,5,4,2,4,1.4132,4.3232,6.904,win,1.0
32402,2011-03-25,Lithuania,Poland,Lithuania,Friendly,-2,3,15,17,7,14,3,2,2,5,3.5289,3.2285,2.0459,win,2.0
32427,2011-03-26,Angola,Kenya,Kenya,African Cup of Nations qualification,0,0,9,17,6,4,3,1,2,1,3.1191,3.1136,2.2091,lose,-1.0
32429,2011-03-26,Malawi,Togo,Malawi,African Cup of Nations qualification,0,1,22,19,12,7,3,1,4,3,1.8908,3.2092,3.85,win,1.0
32435,2011-03-26,Burundi,Rwanda,Rwanda,African Cup of Nations qualification,-1,2,11,11,12,9,1,3,3,2,4.1612,3.2859,1.7859,lose,-2.0
32417,2011-03-26,Botswana,Chad,Chad,African Cup of Nations qualification,1,0,13,19,7,14,6,1,2,2,2.0224,3.1465,3.4265,win,1.0
32416,2011-03-26,Burkina Faso,Namibia,Burkina Faso,African Cup of Nations qualification,1,0,19,10,6,6,5,1,2,6,1.2882,4.5764,9.4191,win,4.0
32436,2011-03-26,Cameroon,Senegal,Senegal,African Cup of Nations qualification,-1,3,13,18,16,11,2,6,3,1,3.4047,3.132,2.068,lose,-1.0
32437,2011-03-26,Egypt,South Africa,South Africa,African Cup of Nations qualification,0,0,30,13,8,8,6,6,1,2,2.8246,2.9854,2.4092,lose,-1.0
32430,2011-03-26,Mali,Zimbabwe,Mali,African Cup of Nations qualification,-1,1,16,21,11,6,3,3,2,2,1.3753,4.1388,7.5024,win,1.0
32413,2011-03-26,Armenia,Russia,Armenia,UEFA Euro qualification,-2,0,19,8,14,12,4,5,1,2,5.3552,3.4844,1.6741,draw,0.0
32415,2011-03-26,Bulgaria,Switzerland,Bulgaria,UEFA Euro qualification,-1,2,13,10,9,9,3,3,1,4,2.5419,3.1881,2.7531,draw,0.0
32421,2011-03-26,Croatia,Georgia,Georgia,UEFA Euro qualification,0,0,9,14,9,8,7,3,3,5,1.6359,3.5148,5.7322,lose,-1.0
32420,2011-03-26,Cyprus,Iceland,Cyprus,UEFA Euro qualification,-1,2,16,12,12,7,2,2,4,4,1.9919,3.3067,3.7459,draw,0.0
32425,2011-03-26,Israel,Latvia,Israel,UEFA Euro qualification,1,1,19,9,10,8,4,1,2,4,1.5226,3.873,6.4185,win,1.0
32411,2011-03-26,Albania,Belarus,Albania,UEFA Euro qualification,-2,1,8,6,3,13,5,6,4,3,2.6456,3.0974,2.6722,win,1.0
32412,2011-03-26,Andorra,Slovakia,Andorra,UEFA Euro qualification,0,0,19,14,14,13,0,3,0,3,27.4611,10.8522,1.0607,lose,-1.0
32422,2011-03-26,Germany,Kazakhstan,Germany,UEFA Euro qualification,1,0,17,13,16,16,7,2,2,0,1.0183,15.4038,45.8438,win,4.0
32433,2011-03-26,Denmark,Norway,Norway,UEFA Euro qualification,27,11,14,10,8,12,3,8,2,0,3.037,3.1937,2.3489,draw,0.0
32431,2011-03-26,Greece,Malta,Malta,UEFA Euro qualification,4,2,9,18,10,12,5,0,2,1,1.2578,5.3033,11.4515,win,1.0
32424,2011-03-26,Ireland,Macedonia,Ireland,UEFA Euro qualification,1,1,13,8,13,11,4,4,2,3,1.48,3.9152,7.2596,win,1.0
32400,2011-03-25,Jamaica,Venezuela,Jamaica,Friendly,0,1,11,13,13,13,7,3,1,4,2.2939,3.1472,3.0694,lose,-2.0
32405,2011-03-25,Bolivia,Panama,Panama,Friendly,2,0,20,13,8,5,0,6,1,2,3.3188,3.2081,2.1235,lose,-2.0
32426,2011-03-26,Jordan,Kuwait,Jordan,Friendly,-4,3,17,16,9,11,4,4,5,3,3.1405,3.1674,2.2074,draw,0.0
32418,2011-03-26,Colombia,Ecuador,Colombia,Friendly,6,11,9,14,12,10,3,3,4,2,2.0735,3.2358,3.41,win,2.0
32434,2011-03-26,Chile,Portugal,Portugal,Friendly,-1,0,13,21,7,11,7,5,0,3,4.5754,3.3854,1.7835,draw,0.0
32432,2011-03-26,Mexico,Paraguay,Mexico,Friendly,2,5,15,6,13,7,4,3,3,4,2.2756,3.1504,3.0611,win,2.0
32445,2011-03-27,Guinea,Madagascar,Madagascar,African Cup of Nations qualification,0,0,18,13,17,6,3,3,1,2,1.662,3.4473,4.6347,draw,0.0
32446,2011-03-27,Mozambique,Zambia,Mozambique,African Cup of Nations qualification,-9,2,12,16,11,5,2,3,2,3,2.4114,3.0929,2.8114,lose,-2.0
32442,2011-03-27,Congo,Ghana,Congo,African Cup of Nations qualification,-5,1,16,5,4,9,2,4,4,4,4.9457,3.3971,1.6829,lose,-3.0
32447,2011-03-27,Niger,Sierra Leone,Niger,African Cup of Nations qualification,0,0,21,15,6,6,3,2,3,3,1.745,3.3417,4.5817,win,2.0
32451,2011-03-27,Sudan,Swaziland,Sudan,African Cup of Nations qualification,0,0,12,18,10,8,1,2,3,1,1.2373,5.207999999999998,9.612,win,3.0
32448,2011-03-27,Ethiopia,Nigeria,Nigeria,African Cup of Nations qualification,-2,0,14,19,13,8,5,3,0,3,17.3433,7.4678,1.1078,lose,-4.0
32440,2011-03-27,Algeria,Morocco,Algeria,African Cup of Nations qualification,-3,9,10,8,7,10,1,3,2,5,2.2868,2.9926,3.0347,win,1.0
32438,2011-03-26,Argentina,USA,USA,Friendly,3,1,16,10,11,14,8,4,0,4,1.8378,3.3815,4.1444,draw,0.0
32419,2011-03-26,China,Costa Rica,Costa Rica,Friendly,-1,1,12,13,15,8,6,2,2,4,6.0,3.65,1.48,draw,0.0
32441,2011-03-27,Brazil,Scotland,Brazil,Friendly,7,2,14,17,13,5,7,3,1,1,1.34,4.5837,9.0078,win,2.0
32484,2011-03-29,Moldova,Sweden,Sweden,UEFA Euro qualification,-2,0,10,20,12,9,3,8,2,1,16.4459,6.2619,1.1752,lose,-1.0
32470,2011-03-29,Georgia,Israel,Israel,UEFA Euro qualification,-1,2,13,16,9,11,4,3,5,2,4.8177,3.3545,1.7782,lose,-1.0
32485,2011-03-29,Austria,Turkey,Turkey,UEFA Euro qualification,2,0,19,16,16,9,3,6,1,0,7.3407,4.2422,1.4293,lose,-2.0
32481,2011-03-29,Luxembourg,Romania,Romania,UEFA Euro qualification,-4,0,12,15,8,8,1,1,4,5,23.5911,8.8426,1.0893,lose,-2.0
32465,2011-03-29,Estonia,Serbia,Estonia,UEFA Euro qualification,1,0,17,7,13,14,2,4,3,1,4.05,3.2926,1.9244,draw,0.0
32475,2011-03-29,Hungary,Netherlands,Netherlands,UEFA Euro qualification,-2,2,24,15,11,15,5,8,1,1,20.3367,7.9422,1.1167,lose,-2.0
32454,2011-03-29,Azerbaijan,Belgium,Belgium,UEFA Euro qualification,-2,0,16,13,10,14,3,4,3,2,14.9019,6.2059,1.1889,lose,-3.0
32473,2011-03-29,Lithuania,Spain,Lithuania,UEFA Euro qualification,-4,1,15,15,6,13,3,7,2,1,10.4526,4.8907,1.3041,lose,-2.0
32452,2011-03-28,Bolivia,Guatemala,Guatemala,Friendly,-2,0,22,23,7,12,0,5,1,0,2.3827,3.195,2.8169,draw,0.0
32455,2011-03-29,China,Honduras,China,Friendly,-1,0,12,16,15,9,6,5,2,3,2.4505,3.1123,2.8168,win,3.0
32471,2011-03-29,Jordan,North Korea,Jordan,Friendly,-1,0,15,8,9,10,3,4,5,3,2.8839,3.0761,2.4267,draw,0.0
32453,2011-03-29,Belarus,Canada,Belarus,Friendly,0,0,6,17,11,9,5,1,4,3,2.206,3.0736,3.2956,lose,-1.0
32478,2011-03-29,Oman,Tunisia,Oman,Friendly,0,1,13,11,11,20,2,3,4,5,2.8806,3.0741,2.4524,win,1.0
32461,2011-03-29,Ecuador,Peru,Ecuador,Friendly,-5,10,14,11,8,8,2,6,3,1,2.3816,3.1276,2.904,draw,0.0
32480,2011-03-29,Qatar,Russia,Qatar,Friendly,-1,0,11,8,9,11,5,5,1,1,4.6958,3.3758,1.7412,draw,0.0
32472,2011-03-29,Iraq,Kuwait,Kuwait,Friendly,6,8,7,16,11,11,4,4,2,3,2.4222,3.1156,2.8744,lose,-1.0
32459,2011-03-29,Bulgaria,Cyprus,Cyprus,Friendly,9,0,14,16,7,12,2,2,2,4,2.3136,3.1808,2.9872,win,1.0
32476,2011-03-29,Kenya,Nigeria,Nigeria,Friendly,-10,2,18,16,4,7,1,3,1,3,10.3167,5.99,1.21,lose,-3.0
32482,2011-03-29,Denmark,Slovakia,Slovakia,Friendly,0,0,14,15,10,13,3,3,2,2,2.6004,3.1915,2.6538,win,1.0
32456,2011-03-29,Chile,Colombia,Colombia,Friendly,4,10,13,8,8,8,6,3,1,4,2.3656,3.14,2.9508,win,2.0
32468,2011-03-29,Greece,Poland,Greece,Friendly,-7,1,10,17,8,15,6,3,2,4,2.14,3.1735,3.38,draw,0.0
32467,2011-03-29,Australia,Germany,Germany,Friendly,-3,0,8,14,13,16,6,6,3,3,8.4804,4.5578,1.3511,win,1.0
32469,2011-03-29,Ireland,Uruguay,Ireland,Friendly,-1,1,15,10,12,25,5,6,1,1,3.5677,3.1735,2.0796,lose,-1.0
32486,2011-03-29,Italy,Ukraine,Ukraine,Friendly,5,1,16,19,9,12,3,4,5,5,2.9393,3.0459,2.4559,win,2.0
32466,2011-03-29,Croatia,France,France,Friendly,-3,1,13,9,10,10,7,5,3,1,4.4342,3.3169,1.8277,draw,0.0
32479,2011-03-29,Finland,Portugal,Portugal,Friendly,-3,4,18,23,8,9,3,4,2,3,8.7796,4.4968,1.3552,lose,-2.0
32458,2011-03-29,Cuba,Panama,Cuba,Friendly,2,8,8,13,14,5,5,5,4,2,2.4292,3.1567,2.8175,lose,-2.0
32487,2011-03-29,Paraguay,USA,USA,Friendly,-1,2,5,9,13,14,4,3,3,5,3.2604,3.1952,2.1819,win,1.0
32457,2011-03-29,Argentina,Costa Rica,Costa Rica,Friendly,3,1,19,13,12,10,8,2,0,5,1.4937,3.8526,6.72,draw,0.0
32474,2011-03-29,Mexico,Venezuela,Mexico,Friendly,6,1,12,17,12,14,4,3,3,3,1.4611,4.03,6.8911,draw,0.0
32497,2011-04-20,Argentina,Ecuador,Argentina,Friendly,12,7,16,15,12,6,7,2,1,3,1.3809,4.305,7.5991,draw,0.0
32505,2011-05-24,Ireland,Northern Ireland,Ireland,Nations Cup,1,4,17,11,11,6,6,1,1,3,1.4393,4.0441,7.1467,win,5.0
32505,2011-05-24,Ireland,Northern Ireland,Ireland,Nations Cup,1,4,17,11,11,6,6,1,1,3,1.4404,4.0356,7.1422,win,5.0
32506,2011-05-25,Argentina,Paraguay,Argentina,Friendly,36,29,16,8,10,12,6,3,2,3,1.5875,3.6679,5.53,win,2.0
32513,2011-05-28,Ecuador,Mexico,Mexico,Friendly,-10,4,14,14,6,11,2,4,4,3,4.4582,3.4518,1.7504,draw,0.0
32518,2011-05-29,Ireland,Scotland,Ireland,Nations Cup,0,2,17,20,13,4,5,4,1,1,1.8689,3.4389,3.8464,win,1.0
32518,2011-05-29,Ireland,Scotland,Ireland,Nations Cup,0,2,17,20,13,4,5,4,1,1,1.8663,3.4489,3.8607,win,1.0
32517,2011-05-29,Germany,Uruguay,Germany,Friendly,7,2,18,12,12,22,6,5,3,1,1.6775,3.7132,4.6525,win,1.0
32524,2011-06-01,Japan,Peru,Japan,Kirin Cup,-1,1,11,11,13,8,6,7,4,1,1.3785,4.4863,7.5289,draw,0.0
32526,2011-06-01,Argentina,Nigeria,Nigeria,Friendly,3,1,15,20,11,7,5,4,3,2,2.1236,3.2561,3.2543,lose,-3.0
32527,2011-06-01,Ukraine,Uzbekistan,Ukraine,Friendly,1,0,16,17,13,22,3,4,6,3,1.2421,5.3996,10.6761,win,2.0
32524,2011-06-01,Japan,Peru,Japan,Kirin Cup,-1,1,11,11,13,8,6,7,4,1,1.3589,4.5296,7.8156,draw,0.0
32522,2011-06-01,Canada,Ecuador,Canada,Friendly,-2,0,16,16,7,8,1,2,2,4,2.9748,3.2748,2.2230000000000003,draw,0.0
32523,2011-06-01,Guatemala,Venezuela,Guatemala,Friendly,0,0,23,17,12,15,5,3,0,3,3.7792,3.3619,1.905,lose,-2.0
32525,2011-06-01,Mexico,New Zealand,Mexico,Friendly,0,0,14,12,11,7,4,2,3,4,1.2236,5.6764,10.6125,win,3.0
32535,2011-06-03,Azerbaijan,Kazakhstan,Kazakhstan,UEFA Euro qualification,0,3,16,12,10,16,2,2,3,1,2.9418,3.2229,2.3479,lose,-1.0
32532,2011-06-03,Faroe Islands,Slovenia,Faroe Islands,UEFA Euro qualification,-2,1,26,12,7,12,0,4,2,2,14.0107,6.6193,1.1729,lose,-2.0
32537,2011-06-03,Liechtenstein,Lithuania,Liechtenstein,UEFA Euro qualification,-2,0,10,15,15,5,1,4,3,2,7.5971,4.2404,1.415,win,2.0
32531,2011-06-03,Croatia,Georgia,Croatia,UEFA Euro qualification,-1,0,14,8,9,7,6,5,3,5,1.2767,5.1048,10.5644,win,1.0
32540,2011-06-03,Bosnia-Herzegovina,Romania,Romania,UEFA Euro qualification,-1,0,17,14,16,7,3,1,3,5,3.4575,3.3175,2.0682,lose,-3.0
32541,2011-06-03,Finland,San Marino,San Marino,UEFA Euro qualification,3,0,18,51,8,10,3,0,2,0,1.0283,13.0474,37.1417,win,1.0
32528,2011-06-03,Austria,Germany,Austria,UEFA Euro qualification,-14,6,16,19,17,13,3,6,1,3,8.2525,4.7993,1.3418,lose,-1.0
32530,2011-06-03,Belgium,Turkey,Belgium,UEFA Euro qualification,0,4,11,14,16,9,4,5,2,1,2.1663,3.3096,3.2422,draw,0.0
32534,2011-06-03,Estonia,Italy,Italy,UEFA Euro qualification,-5,0,17,15,13,9,3,4,3,4,16.7493,7.1081,1.1378,lose,-3.0
32529,2011-06-03,Belarus,France,Belarus,UEFA Euro qualification,1,0,5,9,9,12,5,6,3,0,5.8833,3.5726,1.6063,draw,0.0
32533,2011-06-03,Hong Kong,Malaysia,Hong Kong,Friendly,2,5,30,22,14,3,2,4,1,2,2.7917,3.2835,2.3326,draw,0.0
32538,2011-06-03,Hungary,Luxembourg,Luxembourg,Friendly,9,0,23,11,14,9,5,1,0,3,1.4021,4.1625,7.4843,win,1.0
32560,2011-06-04,Mozambique,Zambia,Zambia,African Cup of Nations qualification,-10,2,9,16,12,9,2,4,2,2,7.2955,4.2459,1.3577,lose,-3.0
32544,2011-06-04,Cameroon,Senegal,Cameroon,African Cup of Nations qualification,-2,3,13,21,17,9,3,6,2,1,1.6333,3.4863,4.9,draw,0.0
32556,2011-06-04,Niger,Sierra Leone,Sierra Leone,African Cup of Nations qualification,1,0,22,15,6,6,3,2,3,3,4.2185,3.3354,1.765,lose,-1.0
32552,2011-06-04,Algeria,Morocco,Morocco,African Cup of Nations qualification,-2,9,9,11,7,8,1,3,3,5,4.2389,3.2436,1.7893,lose,-4.0
32549,2011-06-04,Israel,Latvia,Latvia,UEFA Euro qualification,2,1,18,10,12,8,4,2,1,3,2.1432,3.2529,3.3371,win,1.0
32557,2011-06-04,Andorra,Slovakia,Slovakia,UEFA Euro qualification,-1,0,15,15,16,12,0,4,0,2,45.3044,15.6304,1.0139,lose,-1.0
32547,2011-06-04,Greece,Malta,Greece,UEFA Euro qualification,5,2,8,17,9,10,7,0,2,2,1.04,12.1546,30.9808,win,2.0
32551,2011-06-04,Bulgaria,Montenegro,Montenegro,UEFA Euro qualification,0,1,12,11,7,4,2,6,3,1,3.4921,3.2089,2.1086,draw,0.0
32548,2011-06-04,Denmark,Iceland,Iceland,UEFA Euro qualification,16,3,14,14,11,9,3,2,3,4,1.703,3.5656,4.8185,win,2.0
32554,2011-06-04,Norway,Portugal,Portugal,UEFA Euro qualification,-5,2,10,24,12,10,7,4,0,3,9.5,4.7421,1.3221,lose,-1.0
32543,2011-06-04,Brazil,Netherlands,Brazil,Friendly,0,4,14,13,8,18,6,8,1,1,1.6596,3.6454,4.9732,draw,0.0
32559,2011-06-04,Spain,USA,USA,Friendly,2,0,17,9,13,12,7,2,1,6,1.8025,3.4086,4.2871,win,4.0
32553,2011-06-04,Czech Republic,Peru,Peru,Kirin Cup,0,0,16,10,12,8,4,6,1,2,2.1581,3.1752,3.2263,draw,0.0
32573,2011-06-05,Congo DR,Mauritius,Mauritius,African Cup of Nations qualification,4,0,16,24,15,17,3,0,1,1,1.3358,4.4075,7.7938,win,1.0
32564,2011-06-05,Botswana,Malawi,Botswana,African Cup of Nations qualification,-8,5,13,19,8,12,5,5,3,4,2.2478,3.1244,2.9741,draw,0.0
32570,2011-06-05,Ethiopia,Nigeria,Ethiopia,African Cup of Nations qualification,-3,0,16,22,16,6,4,5,0,1,8.0484,4.3396,1.3316,draw,0.0
32576,2011-06-05,Sudan,Swaziland,Swaziland,African Cup of Nations qualification,1,0,13,16,10,10,3,2,3,1,1.6589,3.4681,4.743,win,1.0
32578,2011-06-05,Mali,Zimbabwe,Zimbabwe,African Cup of Nations qualification,0,1,16,21,12,9,3,3,1,2,2.5816,3.0968,2.5584,lose,-1.0
32565,2011-06-05,Burundi,Rwanda,Burundi,African Cup of Nations qualification,-2,2,11,11,10,9,1,2,3,2,2.1885,3.133,3.0607,win,2.0
32567,2011-06-05,Comoros,Libya,Comoros,African Cup of Nations qualification,0,0,13,16,17,8,2,4,1,3,11.4,6.0,1.178,draw,0.0
32563,2011-06-05,Benin,Ivory Coast,Benin,African Cup of Nations qualification,-10,2,13,11,10,12,3,6,3,2,4.55,3.4375,1.715,lose,-4.0
32561,2011-06-05,Angola,Kenya,Angola,African Cup of Nations qualification,-1,0,7,20,6,5,2,2,3,0,1.4729,3.7786,6.2929,win,1.0
32572,2011-06-05,Cape Verde,Liberia,Liberia,African Cup of Nations qualification,0,0,13,21,6,8,5,1,3,4,2.5426,3.1447,2.5247,lose,-1.0
32571,2011-06-05,Guinea,Madagascar,Guinea,African Cup of Nations qualification,0,1,18,12,15,5,3,3,1,2,1.1208,6.7425,14.7963,win,3.0
32577,2011-06-05,Chad,Tunisia,Tunisia,African Cup of Nations qualification,-2,1,16,12,14,18,1,3,3,4,17.8143,7.7943,1.0839,lose,-5.0
32569,2011-06-05,Egypt,South Africa,Egypt,African Cup of Nations qualification,-1,0,30,9,8,7,7,6,1,2,1.5368,3.6418,5.5907,draw,0.0
32562,2011-06-05,Australia,New Zealand,Australia,Friendly,25,10,8,12,14,8,6,1,2,5,1.3482,4.4543,8.2396,win,3.0
32575,2011-06-05,Argentina,Poland,Poland,Friendly,4,2,19,13,9,15,6,3,3,4,2.2859,3.1789,2.9544,lose,-1.0
32568,2011-06-05,Costa Rica,Cuba,Costa Rica,Gold Cup,8,2,13,5,10,13,2,3,5,4,1.2825,4.7664,9.4525,win,5.0
32581,2011-06-06,France,Ukraine,Ukraine,Friendly,2,3,9,13,10,13,6,2,1,6,2.6148,3.12,2.6493,win,3.0
32584,2011-06-07,Azerbaijan,Germany,Azerbaijan,UEFA Euro qualification,-3,0,19,19,9,11,1,6,3,3,20.53,8.7592,1.095,lose,-2.0
32585,2011-06-07,Belarus,Luxembourg,Belarus,UEFA Euro qualification,1,2,4,13,10,8,4,1,3,3,1.1278,7.0989,17.7581,win,2.0
32599,2011-06-07,Finland,Sweden,Sweden,UEFA Euro qualification,-54,11,20,19,6,8,3,7,2,2,8.9629,4.6021,1.3446,lose,-5.0
32589,2011-06-07,Estonia,Faroe Islands,Faroe Islands,UEFA Euro qualification,3,1,16,24,13,7,2,0,4,2,1.6218,3.6246,5.4664,lose,-2.0
32598,2011-06-07,Hungary,San Marino,San Marino,UEFA Euro qualification,3,0,28,41,14,11,5,0,0,0,1.0188,14.2692,45.1254,win,3.0
32580,2011-06-06,Grenada,Jamaica,Jamaica,Gold Cup,-5,1,8,9,9,13,2,6,4,2,14.8144,6.4556,1.1459,lose,-4.0
32579,2011-06-06,Guatemala,Honduras,Honduras,Gold Cup,-8,12,19,20,13,7,5,5,1,2,9.2471,5.1589,1.2621,draw,0.0
32582,2011-06-07,Australia,Serbia,Australia,Friendly,1,0,8,10,14,14,6,4,2,2,2.1568,3.2393,3.2332,draw,0.0
32592,2011-06-07,Czech Republic,Japan,Japan,Kirin Cup,-1,1,17,11,12,14,5,7,1,3,4.7646,3.4823,1.7073,draw,0.0
32594,2011-06-07,Lithuania,Norway,Norway,Friendly,-1,0,14,11,7,12,3,6,2,1,8.2082,4.3689,1.3668,lose,-1.0
32583,2011-06-07,Austria,Latvia,Austria,Friendly,3,1,17,11,12,9,3,2,1,3,1.5832,3.7514,5.4793,win,2.0
32591,2011-06-07,Ireland,Italy,Italy,Friendly,-6,2,20,14,12,10,6,5,1,3,5.0789,3.4211,1.7074,win,2.0
32592,2011-06-07,Czech Republic,Japan,Japan,Kirin Cup,-1,1,17,11,12,14,5,7,1,3,4.7526,3.4756,1.7078,draw,0.0
32595,2011-06-07,Guadeloupe,Panama,Panama,Gold Cup,1,0,10,14,17,4,7,6,2,2,4.0444,3.2733,1.8726,lose,-1.0
32600,2011-06-07,Canada,USA,USA,Gold Cup,-4,8,16,8,7,12,2,2,2,5,10.1729,5.0761,1.2504,lose,-2.0
32596,2011-06-07,Bolivia,Paraguay,Paraguay,Copa Paz del Chaco,-19,16,18,12,7,15,0,4,2,1,10.8567,4.954,1.2727,draw,0.0
