id,date,team_1,team_2,home_team,tournament,h_win_diff,h_draw,f_goalF_1,f_goalF_2,f_goalA_1,f_goalA_2,f_win_1,f_win_2,f_draw_1,f_draw_2,avg_odds_win_1,avg_odds_draw,avg_odds_win_2,result,goal_diff
37725,2008-04-30,Venezuela,Colombia,Colombia,Friendly,-11,11,14,13,11,8,5,5,3,4,5.865,3.57,1.5319999999999998,lose,-3.0
37726,2008-05-19,Greece,Cyprus,Greece,Friendly,12,6,19,19,13,9,8,4,1,1,1.2213,5.1746,10.9083,win,2.0
37727,2008-05-20,Turkey,Slovakia,Turkey,Friendly,3,1,13,21,8,16,3,2,4,2,1.5809,3.5045,5.3945,win,1.0
37728,2008-05-22,Yemen,Sudan,Yemen,Friendly,-1,0,17,21,6,10,2,2,2,3,2.2,3.15,2.9,draw,0.0
37729,2008-05-23,Ghana,Australia,Australia,Friendly,-2,1,22,10,9,13,8,4,0,3,2.6117,3.1833,2.4646,lose,-1.0
37730,2008-05-23,Qatar,Kuwait,Qatar,Friendly,-10,4,16,12,14,11,4,1,2,4,1.787,3.323,4.037,draw,0.0
37731,2008-05-24,Japan,Ivory Coast,Japan,Kirin Cup,1,0,18,20,9,19,6,6,4,0,2.4195,3.1775,2.6555,win,1.0
37732,2008-05-24,Moldova,Croatia,Croatia,Friendly,0,0,14,13,10,18,4,7,2,1,14.5942,6.4563,1.1296,lose,-1.0
37733,2008-05-24,Switzerland,Slovakia,Switzerland,Friendly,-1,0,16,21,14,18,4,2,1,2,1.5883,3.5042,5.3025,win,2.0
37734,2008-05-24,Hungary,Greece,Hungary,Friendly,-4,5,20,20,5,14,4,8,1,1,3.0504,3.1839,2.1713,win,1.0
37735,2008-05-24,Syria,Saudi Arabia,Saudi Arabia,Friendly,-11,4,18,23,11,6,6,9,3,0,4.9736,3.5355,1.5991,lose,-1.0
37736,2008-05-24,Ukraine,Netherlands,Netherlands,Friendly,0,0,20,11,8,11,3,7,3,0,6.4129,3.6467,1.4833,lose,-3.0
37737,2008-05-24,Serbia,Ireland,Ireland,Friendly,0,0,10,10,15,11,3,3,6,6,3.0475,3.1642,2.2138,draw,0.0
37738,2008-05-25,Jordan,China,China,Friendly,-3,2,18,12,12,10,5,2,1,5,6.145,3.37,1.59,lose,-2.0
37739,2008-05-25,Uruguay,Turkey,Turkey,Friendly,0,0,16,12,11,8,3,3,4,5,3.3504,3.1713,2.0557,win,1.0
37740,2008-05-26,Sweden,Slovenia,Sweden,Friendly,0,0,10,8,8,11,5,2,3,2,1.3642,4.1367,7.8354,win,1.0
37741,2008-05-26,Poland,Macedonia,Macedonia,Friendly,1,0,14,14,10,6,4,3,4,3,1.4391,3.8978,6.7957,draw,0.0
37742,2008-05-27,Paraguay,Japan,Japan,Kirin Cup,1,2,22,17,7,9,3,5,2,4,3.319,3.1833,2.0481,draw,0.0
37743,2008-05-27,Georgia,Estonia,Estonia,Friendly,0,0,10,12,9,8,2,2,3,2,2.5996,3.1657,2.4826,draw,0.0
37744,2008-05-27,Germany,Belarus,Germany,Friendly,0,0,16,14,12,13,7,5,2,0,1.1083,7.1408,16.4225,draw,0.0
37745,2008-05-27,Qatar,Lebanon,Qatar,Friendly,3,0,15,23,12,8,4,2,2,3,1.4167,3.9283,6.9433,win,1.0
37746,2008-05-27,Luxembourg,Cape Verde,Luxembourg,Friendly,0,1,11,16,10,8,1,1,1,4,2.435,3.175,2.5475,draw,0.0
37747,2008-05-27,Montenegro,Kazakhstan,Montenegro,Friendly,0,0,0,11,0,9,0,1,0,3,1.6771,3.4286,4.7157,win,3.0
37748,2008-05-27,Saudi Arabia,Kuwait,Saudi Arabia,Friendly,-1,9,24,11,5,11,8,1,0,5,1.5186,3.6214,5.9914,win,1.0
37749,2008-05-27,Nigeria,Austria,Austria,Friendly,0,0,10,7,7,11,5,1,3,4,2.5308,3.1879,2.555,draw,0.0
37750,2008-05-27,Poland,Albania,Albania,Friendly,5,3,13,8,13,10,4,3,4,4,1.4133,4.0594,7.8717,win,1.0
37751,2008-05-27,France,Ecuador,France,Friendly,0,0,10,28,12,9,5,3,3,0,1.2646,4.8179,9.6738,win,2.0
37752,2008-05-28,Singapore,Bahrain,Singapore,Friendly,-2,0,13,15,10,8,3,8,3,1,3.446,3.221,1.968,lose,-1.0
37753,2008-05-28,Uruguay,Norway,Norway,Friendly,1,0,18,19,12,14,2,6,5,2,2.9288,3.1608,2.2533,draw,0.0
37754,2008-05-28,Wales,Iceland,Iceland,Friendly,2,1,13,18,15,9,4,3,4,2,2.4854,3.415,5.2592,win,1.0
37755,2008-05-29,Netherlands,Denmark,Netherlands,Friendly,4,9,14,14,13,16,7,5,0,1,1.5532,3.6184,5.747999999999998,draw,0.0
37756,2008-05-29,Turkey,Finland,Finland,Friendly,-2,3,13,8,8,5,4,3,4,5,1.8813,3.3896,4.5233,win,2.0
37757,2008-05-29,Ireland,Colombia,Ireland,Friendly,0,0,9,11,12,7,2,5,6,4,2.3522,3.1857,2.81,win,1.0
37758,2008-05-30,Latvia,Estonia,Latvia,Baltic Cup,17,15,16,14,16,5,4,3,0,2,1.6128,3.4639,5.1144,win,1.0
37759,2008-05-30,Malta,Austria,Austria,Friendly,-7,1,16,10,12,14,1,1,1,4,12.2654,5.3921,1.1988,lose,-4.0
37760,2008-05-30,Switzerland,Liechtenstein,Switzerland,Friendly,5,0,16,21,16,12,3,2,1,1,1.0604,8.5533,21.6592,win,3.0
37761,2008-05-30,Italy,Belgium,Italy,Friendly,9,4,16,17,11,9,8,3,1,2,1.3292,4.2358,8.7167,win,2.0
37762,2008-05-31,Malawi,Djibouti,Malawi,FIFA World Cup qualification,1,0,9,19,13,25,2,1,2,0,1.2915,4.4038,8.8392,win,7.0
37763,2008-05-31,Madagascar,Botswana,Botswana,FIFA World Cup qualification,-2,0,22,10,14,6,3,4,2,2,6.05,3.6556,1.4867,draw,0.0
37764,2008-05-31,Uganda,Niger,Uganda,FIFA World Cup qualification,1,1,17,19,10,7,5,2,2,2,1.349,4.1,7.79,win,1.0
37765,2008-05-31,Rwanda,Mauritania,Rwanda,FIFA World Cup qualification,0,0,14,18,16,12,5,2,2,3,1.6533,3.3958,4.7467,win,3.0
37766,2008-05-31,Namibia,Kenya,Namibia,FIFA World Cup qualification,0,0,18,12,13,7,2,3,1,3,2.0415,3.1962,3.2231,win,1.0
37767,2008-05-31,Cape Verde,Cameroon,Cameroon,FIFA World Cup qualification,0,0,16,23,5,11,2,7,4,0,17.8077,7.6731,1.0792,lose,-2.0
37768,2008-05-31,Zambia,Togo,Togo,FIFA World Cup qualification,-1,0,13,15,12,13,3,4,3,2,3.6338,3.2062,1.9246,lose,-1.0
37769,2008-05-31,Morocco,Ethiopia,Morocco,FIFA World Cup qualification,4,0,17,15,13,11,6,3,1,0,1.1969,5.4023,10.8962,win,3.0
37770,2008-05-31,Senegal,Algeria,Senegal,FIFA World Cup qualification,-6,3,22,16,13,16,5,4,3,1,1.5629,3.4679,5.2929,win,1.0
37771,2008-05-31,Lithuania,Estonia,Estonia,Baltic Cup,4,9,14,13,7,5,6,2,0,3,2.1025,3.175,3.2125,win,1.0
37772,2008-05-31,Serbia,Germany,Germany,Friendly,-1,1,12,10,13,16,2,7,6,2,8.3035,4.2222,1.3448,lose,-1.0
37773,2008-05-31,Portugal,Georgia,Portugal,Friendly,0,0,11,13,12,10,4,2,5,3,1.1504,6.1113,13.4179,win,2.0
37774,2008-05-31,Romania,Montenegro,Romania,Friendly,0,0,18,17,9,8,7,4,0,1,1.3630000000000002,4.143,7.9460000000000015,win,4.0
37775,2008-05-31,Hungary,Croatia,Hungary,Friendly,-2,4,18,14,6,18,4,6,1,2,1.965,3.2813,3.6717,draw,0.0
37776,2008-05-31,Paraguay,France,France,Friendly,-2,0,17,9,8,12,3,5,3,3,7.1158,3.8421,1.4308,draw,0.0
37777,2008-05-31,Spain,Peru,Spain,Friendly,2,0,11,21,11,8,8,1,2,5,1.235,5.0821,10.8833,win,1.0
37778,2008-06-01,Iraq,Australia,Australia,FIFA World Cup qualification,-1,1,10,9,13,11,3,4,4,4,7.6073,4.056,1.3647,lose,-1.0
37779,2008-06-01,Seychelles,Burundi,Burundi,FIFA World Cup qualification,0,0,19,7,9,10,2,4,1,2,6.08,3.675,1.4825,lose,-1.0
37780,2008-06-01,Benin,Angola,Angola,FIFA World Cup qualification,-1,1,18,14,11,14,3,2,3,4,7.3039999999999985,3.9933,1.3787,lose,-3.0
37781,2008-06-01,Sierra Leone,Equatorial Guinea,Equatorial Guinea,FIFA World Cup qualification,2,0,16,16,5,4,1,4,2,3,5.2731,3.5038,1.5654,lose,-2.0
37782,2008-06-01,South Africa,Nigeria,Nigeria,FIFA World Cup qualification,-2,1,15,11,6,5,4,4,3,3,6.2093,3.74,1.4573,lose,-2.0
37783,2008-06-01,Liberia,Gambia,Liberia,FIFA World Cup qualification,1,2,17,13,14,6,3,2,1,3,2.2543,3.1571,2.8129,draw,0.0
37784,2008-06-01,Tunisia,Burkina Faso,Tunisia,FIFA World Cup qualification,1,2,14,17,11,10,4,2,3,2,1.195,5.2829,11.4629,lose,-1.0
37785,2008-06-01,Libya,Ghana,Ghana,FIFA World Cup qualification,0,3,13,23,6,9,2,7,5,0,10.3393,5.162000000000001,1.2153,lose,-3.0
37786,2008-06-01,Zimbabwe,Guinea,Guinea,FIFA World Cup qualification,-1,0,13,25,8,11,3,5,5,2,7.28,3.8929,1.3864,draw,0.0
37787,2008-06-01,Egypt,Congo DR,Egypt,FIFA World Cup qualification,2,2,22,13,13,5,7,2,2,5,1.2843,4.505,8.845,win,1.0
37788,2008-06-01,Mali,Congo,Mali,FIFA World Cup qualification,1,5,17,15,9,7,5,4,2,4,1.485,3.625,6.1175,win,2.0
37789,2008-05-31,Canada,Brazil,Brazil,Friendly,-1,2,12,16,13,14,4,7,3,3,11.1814,5.2359,1.2186,lose,-1.0
37790,2008-06-01,Lithuania,Latvia,Latvia,Baltic Cup,-7,10,15,16,7,17,6,5,0,0,2.8286,3.1571,2.2986,lose,-1.0
37791,2008-06-01,Wales,Netherlands,Netherlands,Friendly,-5,0,11,16,15,10,5,7,3,0,11.1558,5.0783,1.2713,lose,-2.0
37792,2008-06-01,Poland,Denmark,Poland,Friendly,-3,0,12,15,12,14,4,5,4,2,2.1754,3.1796,3.0679,draw,0.0
37793,2008-06-01,Ukraine,Sweden,Sweden,Friendly,0,0,21,10,8,8,3,4,3,3,4.6771,3.2525,1.7321,win,1.0
37794,2008-06-01,Greece,Armenia,Armenia,Friendly,2,0,20,10,14,7,8,4,1,1,1.2029,5.4854,11.4954,draw,0.0
37795,2008-06-01,Panama,Guatemala,Guatemala,Friendly,-3,8,14,13,12,6,2,3,3,2,2.75,3.0,2.4,win,-1.0
37796,2008-06-02,Oman,Japan,Japan,FIFA World Cup qualification,-4,2,13,18,7,9,5,6,3,3,11.7507,5.384,1.196,lose,-3.0
37797,2008-06-02,Uzbekistan,Singapore,Singapore,FIFA World Cup qualification,0,0,30,14,8,9,5,4,2,2,1.8688,3.2575,3.835,win,4.0
37798,2008-06-02,Thailand,Bahrain,Thailand,FIFA World Cup qualification,0,2,27,13,16,7,6,8,2,1,3.0207,3.1787,2.1773,lose,-1.0
37799,2008-06-02,Turkmenistan,North Korea,Turkmenistan,FIFA World Cup qualification,0,0,20,16,5,12,3,3,1,4,4.0847,3.3280000000000003,1.8047,draw,0.0
37800,2008-06-02,Qatar,China,Qatar,FIFA World Cup qualification,-3,4,16,14,12,12,3,2,3,5,2.3482,3.1747,2.7259,draw,0.0
37801,2008-06-02,Saudi Arabia,Lebanon,Saudi Arabia,FIFA World Cup qualification,0,2,21,21,5,10,8,3,0,3,1.1324,6.3188,13.7018,win,3.0
37802,2008-06-02,Finland,Belarus,Finland,Friendly,1,1,10,14,4,14,3,4,5,1,1.7071,3.4038,4.5867,draw,0.0
37803,2008-06-03,France,Colombia,France,Friendly,2,0,10,15,12,9,5,5,3,4,1.4042,3.8663,7.7929,win,1.0
37804,2008-06-04,Faroe Islands,Estonia,Estonia,Friendly,-1,1,19,12,16,5,0,2,0,3,9.9039,4.7687,1.2596,lose,-1.0
37805,2008-06-04,USA,Spain,Spain,Friendly,-2,0,13,12,15,9,4,8,1,2,9.2788,4.5204,1.2979,lose,-1.0
37806,2008-06-04,Puerto Rico,Honduras,Honduras,FIFA World Cup qualification,0,0,20,12,13,10,2,7,2,1,12.8917,5.9167,1.145,lose,-4.0
37807,2008-06-04,Panama,Canada,Panama,Friendly,-2,2,14,12,12,11,2,4,3,2,3.3111,3.2056,2.0533,draw,0.0
37808,2008-06-04,Guatemala,Chile,Chile,Friendly,-1,1,13,9,6,15,3,3,2,3,8.6981,4.4633,1.3090000000000002,lose,-2.0
37809,2008-06-04,Mexico,Argentina,Mexico,Friendly,-6,11,18,17,17,8,4,7,2,0,4.24,3.3159,1.7718,lose,-3.0
37810,2008-06-06,Liberia,Algeria,Algeria,FIFA World Cup qualification,-1,2,21,16,11,17,3,3,1,2,8.9207,4.5529,1.2943,lose,-3.0
37811,2008-06-07,Switzerland,Czech Republic,Switzerland,UEFA Euro,-1,0,15,8,15,13,4,6,1,3,2.7616,3.0588,2.624,lose,-1.0
37812,2008-06-07,Turkey,Portugal,Portugal,UEFA Euro,-4,0,13,11,11,12,4,3,4,5,5.2788,3.3768,1.7124,lose,-2.0
37813,2008-06-07,Qatar,China,China,FIFA World Cup qualification,-3,5,13,16,13,12,3,3,3,4,4.9671,3.3947,1.6553,win,1.0
37814,2008-06-07,Tunisia,Seychelles,Seychelles,FIFA World Cup qualification,2,0,11,19,11,9,5,2,3,1,1.1709,5.8727,11.2218,win,2.0
37815,2008-06-07,Kenya,Guinea,Kenya,FIFA World Cup qualification,0,0,13,25,7,11,3,5,4,2,2.8293,3.154,2.274,win,2.0
37816,2008-06-07,Oman,Japan,Oman,FIFA World Cup qualification,-5,2,11,15,6,5,5,5,3,4,4.9965,3.4047,1.63,draw,0.0
37817,2008-06-07,Uzbekistan,Singapore,Uzbekistan,FIFA World Cup qualification,1,0,28,11,8,9,5,4,2,2,1.1529,6.0082,13.6841,win,1.0
37818,2008-06-07,Mali,Chad,Chad,FIFA World Cup qualification,0,0,20,14,9,14,5,2,1,3,1.63,3.4313,4.8,win,1.0
37819,2008-06-07,Saudi Arabia,Lebanon,Lebanon,FIFA World Cup qualification,1,2,21,22,5,10,8,3,0,2,1.8131,4.6154,7.8015,win,1.0
37820,2008-06-07,South Korea,Jordan,Jordan,FIFA World Cup qualification,0,2,8,17,7,11,3,5,6,1,1.8029,3.2382,4.04,win,1.0
37821,2008-06-07,Iraq,Australia,Iraq,FIFA World Cup qualification,-2,1,11,10,14,8,2,4,4,4,3.3641,3.1876,1.9941,win,1.0
37822,2008-06-07,United Arab Emirates,Iran,United Arab Emirates,FIFA World Cup qualification,-6,2,10,10,10,9,3,3,3,6,2.8618,3.0765,2.3053,lose,-1.0
37823,2008-06-07,Thailand,Bahrain,Bahrain,FIFA World Cup qualification,-1,2,23,11,16,8,6,8,2,1,9.41,5.0324,1.2429,draw,0.0
37824,2008-06-07,Sierra Leone,Nigeria,Sierra Leone,FIFA World Cup qualification,-8,3,19,12,6,6,1,4,1,3,7.4673,4.3073,1.3427,lose,-1.0
37825,2008-06-07,Morocco,Mauritania,Mauritania,FIFA World Cup qualification,2,0,18,17,16,13,6,3,1,3,1.2885,4.7023,8.9454,win,3.0
37826,2008-06-07,Burundi,Burkina Faso,Burkina Faso,FIFA World Cup qualification,-3,2,6,15,10,10,4,2,3,2,7.6471,4.2829,1.3429,lose,-2.0
37827,2008-06-07,Libya,Gabon,Libya,FIFA World Cup qualification,1,0,17,17,8,13,3,3,4,4,1.7814,3.3079,4.065,win,1.0
37828,2008-06-06,Venezuela,Brazil,Brazil,Friendly,-17,0,15,15,11,12,4,8,2,2,10.6971,5.1833,1.4488,win,2.0
37829,2008-06-08,Croatia,Austria,Austria,UEFA Euro,3,0,15,11,18,15,7,1,1,4,1.8672,3.2364,4.3772,win,1.0
37830,2008-06-08,Poland,Germany,Germany,UEFA Euro,-11,4,10,10,11,17,5,6,3,3,6.797999999999999,3.7544,1.52,lose,-2.0
37831,2008-06-08,Mauritius,Cameroon,Mauritius,FIFA World Cup qualification,-1,0,11,20,12,11,0,6,3,0,12.7486,5.3957,1.1486,lose,-3.0
37832,2008-06-08,Madagascar,Ivory Coast,Madagascar,FIFA World Cup qualification,-4,0,19,19,16,13,4,5,2,1,11.3243,5.5807,1.1521,draw,0.0
37833,2008-06-08,Rwanda,Ethiopia,Ethiopia,FIFA World Cup qualification,-1,2,12,14,16,11,4,3,3,1,2.9443,3.0164,2.0843,win,1.0
37834,2008-06-08,Mozambique,Botswana,Mozambique,FIFA World Cup qualification,6,3,8,9,8,7,3,4,3,2,1.6893,3.2179,4.1043,lose,-1.0
37835,2008-06-08,Togo,Swaziland,Swaziland,FIFA World Cup qualification,0,0,14,9,15,10,4,1,2,4,1.5322,3.23,4.7944,lose,-1.0
37836,2008-06-08,Zimbabwe,Namibia,Zimbabwe,FIFA World Cup qualification,1,0,10,17,7,13,3,1,5,1,1.5886,3.2836,4.7243,win,2.0
37837,2008-06-08,Sudan,Congo,Congo,FIFA World Cup qualification,0,0,19,15,10,8,2,4,2,5,4.41,3.3773,1.69,lose,-1.0
37838,2008-06-08,Uganda,Benin,Benin,FIFA World Cup qualification,0,0,16,19,10,10,4,3,3,2,3.2579,3.0821,1.9471,lose,-3.0
37839,2008-06-08,Niger,Angola,Niger,FIFA World Cup qualification,0,0,19,16,8,15,1,2,3,3,4.0943,3.2071,1.6964,lose,-1.0
37840,2008-06-08,Lesotho,Ghana,Lesotho,FIFA World Cup qualification,-1,1,16,19,10,9,2,7,2,0,9.2286,4.9429,1.2136,lose,-1.0
37841,2008-06-08,Senegal,Gambia,Gambia,FIFA World Cup qualification,9,6,23,14,14,7,5,3,3,3,1.8107,3.1033,3.6513,draw,0.0
37842,2008-06-08,Syria,Kuwait,Kuwait,FIFA World Cup qualification,1,7,17,12,10,11,5,1,3,4,2.8,3.1247,2.3047,lose,-2.0
37843,2008-06-07,Panama,Chile,Chile,Friendly,-1,0,14,10,9,15,3,3,3,2,8.2565,4.2865,1.2876,draw,0.0
37844,2008-06-09,Romania,France,Romania,UEFA Euro,-4,1,20,10,7,11,7,4,0,4,4.766,3.2472,1.8216,draw,0.0
37845,2008-06-09,Netherlands,Italy,Netherlands,UEFA Euro,-5,6,15,16,10,9,7,7,1,1,3.1324,2.9844,2.43,win,3.0
37846,2008-06-08,USA,Argentina,USA,Friendly,-3,0,11,16,14,10,4,7,1,0,4.4729,3.3471,1.7182,draw,0.0
37847,2008-06-08,Peru,Mexico,Mexico,Friendly,-2,6,22,13,7,17,2,4,4,2,4.5581,3.3938,1.69,lose,-4.0
37848,2008-06-10,Spain,Russia,Spain,UEFA Euro,3,3,14,23,8,6,8,5,2,2,1.6904,3.4816,5.32,win,3.0
37849,2008-06-10,Sweden,Greece,Greece,UEFA Euro,-2,3,11,21,8,15,5,7,2,1,2.5296,3.0084,2.9344,win,2.0
37850,2008-06-10,Jamaica,Grenada,Grenada,Friendly,3,1,22,26,9,9,3,3,3,3,1.3,4.5,8.5,lose,-1.0
37851,2008-06-11,Turkey,Switzerland,Switzerland,UEFA Euro,3,3,11,17,11,14,5,5,3,0,3.2888,3.2179,2.2088,win,1.0
37852,2008-06-12,Germany,Croatia,Croatia,UEFA Euro,3,1,11,13,16,14,6,6,3,2,1.7444,3.3056,5.4188,lose,-1.0
37853,2008-06-12,Poland,Austria,Austria,UEFA Euro,1,0,11,15,12,15,5,2,3,3,2.2312,3.2688,3.2016,draw,0.0
37854,2008-06-13,Romania,Italy,Italy,UEFA Euro,-8,2,22,19,7,8,7,7,0,1,5.562,3.4368,1.6824,draw,0.0
37855,2008-06-13,Netherlands,France,Netherlands,UEFA Euro,1,4,15,11,10,11,7,5,1,3,2.6516,3.0928,2.7476,win,3.0
37856,2008-06-13,Djibouti,Congo DR,Djibouti,FIFA World Cup qualification,-1,1,19,13,28,6,1,2,0,5,9.5047,4.994,1.244,lose,-6.0
37857,2008-06-13,Mauritania,Ethiopia,Mauritania,FIFA World Cup qualification,0,0,18,16,12,9,2,3,3,1,2.17,3.1993,2.952,lose,-1.0
37858,2008-06-14,Sweden,Spain,Sweden,UEFA Euro,-1,4,10,13,7,5,4,8,2,2,5.7521,3.5646,1.7958,lose,-1.0
37859,2008-06-14,Russia,Greece,Greece,UEFA Euro,9,4,24,19,10,12,6,7,1,2,2.244,3.3028,3.1904,win,1.0
37860,2008-06-14,Thailand,Japan,Thailand,FIFA World Cup qualification,-8,3,24,14,12,4,5,5,2,4,7.9011,4.3456,1.3283,lose,-3.0
37861,2008-06-14,Singapore,Saudi Arabia,Singapore,FIFA World Cup qualification,-5,0,14,23,12,3,3,8,2,0,6.9353,4.1771,1.3753,lose,-2.0
37862,2008-06-14,Iraq,China,China,FIFA World Cup qualification,-1,2,9,14,12,11,2,2,4,5,2.9967,3.1739,2.1628,win,1.0
37863,2008-06-14,Malawi,Egypt,Malawi,FIFA World Cup qualification,-1,1,17,18,15,14,3,7,2,2,7.706,4.262,1.3447,win,1.0
37864,2008-06-14,Seychelles,Burkina Faso,Seychelles,FIFA World Cup qualification,0,0,20,15,7,12,2,2,1,2,6.6493,3.904,1.4147,lose,-1.0
37865,2008-06-14,Ivory Coast,Botswana,Botswana,FIFA World Cup qualification,1,1,20,7,11,6,5,3,1,3,1.3167,4.38,8.0047,draw,0.0
37866,2008-06-14,Zimbabwe,Kenya,Kenya,FIFA World Cup qualification,-2,4,9,15,6,8,3,3,5,3,2.6387,3.1893,2.3847,lose,-2.0
37867,2008-06-14,Uganda,Angola,Uganda,FIFA World Cup qualification,-2,0,17,16,10,14,5,3,2,3,3.2153,3.1927,2.0587,win,2.0
37868,2008-06-14,Rwanda,Morocco,Rwanda,FIFA World Cup qualification,0,0,13,21,16,14,5,7,3,1,5.996,3.6953,1.5007,win,2.0
37869,2008-06-14,Namibia,Guinea,Namibia,FIFA World Cup qualification,-1,1,17,24,11,10,1,5,1,2,2.5747,3.1727,2.452,lose,-1.0
37870,2008-06-14,Turkmenistan,South Korea,Turkmenistan,FIFA World Cup qualification,-1,0,16,10,6,8,3,2,2,7,8.4618,4.5506,1.3012,lose,-2.0
37871,2008-06-14,Uzbekistan,Lebanon,Uzbekistan,FIFA World Cup qualification,1,0,28,22,15,10,5,2,2,2,1.1453,6.1453,12.9935,win,3.0
37872,2008-06-14,Ghana,Gabon,Gabon,FIFA World Cup qualification,3,2,20,12,9,13,7,3,0,5,1.5173,3.5807,5.724,lose,-2.0
37873,2008-06-14,Congo,Chad,Chad,FIFA World Cup qualification,4,4,17,15,9,15,3,2,5,3,2.0667,3.2167,3.1267,lose,-1.0
37874,2008-06-14,Niger,Benin,Niger,FIFA World Cup qualification,2,4,20,22,7,10,1,3,3,1,2.6436,3.1821,2.3707,lose,-2.0
37875,2008-06-14,Qatar,Australia,Qatar,FIFA World Cup qualification,-1,0,12,10,11,7,3,5,4,3,3.5267,3.2006,1.9667,lose,-2.0
37876,2008-06-14,Oman,Bahrain,Bahrain,FIFA World Cup qualification,-3,7,12,9,6,10,4,8,3,1,6.1544,3.6944,1.5878,draw,0.0
37877,2008-06-14,South Africa,Sierra Leone,Sierra Leone,FIFA World Cup qualification,0,0,16,19,6,6,5,1,3,1,1.6347,3.4573,4.7653,lose,-1.0
37878,2008-06-14,Gambia,Algeria,Gambia,FIFA World Cup qualification,0,0,13,16,8,15,2,3,4,2,2.7819,3.2081,2.2794,win,1.0
37879,2008-06-14,Sudan,Mali,Sudan,FIFA World Cup qualification,0,0,20,24,11,10,2,5,2,1,3.786,3.2547,1.854,win,1.0
37880,2008-06-14,United Arab Emirates,Kuwait,Kuwait,FIFA World Cup qualification,-1,4,10,10,9,9,2,0,4,4,2.9833,3.1489,2.1878,win,1.0
37881,2008-06-14,Suriname,Guyana,Suriname,FIFA World Cup qualification,25,8,10,19,19,20,3,7,3,1,4.3767,3.5167,1.6817,win,1.0
37882,2008-06-14,Venezuela,Uruguay,Uruguay,FIFA World Cup qualification,-12,4,15,20,12,15,4,3,2,4,7.0914,3.7671,1.4267,draw,0.0
37883,2008-06-14,Grenada,Costa Rica,Grenada,FIFA World Cup qualification,0,0,26,8,9,8,3,0,3,8,11.4286,6.1286,1.1486,draw,0.0
37884,2008-06-15,Switzerland,Portugal,Switzerland,UEFA Euro,2,5,15,13,14,10,4,5,0,3,3.1683,3.2979,2.2263,win,2.0
37885,2008-06-15,Turkey,Czech Republic,Turkey,UEFA Euro,-3,1,10,10,11,14,4,8,3,1,3.2308,3.0863,2.345,win,1.0
37886,2008-06-14,Puerto Rico,Honduras,Puerto Rico,FIFA World Cup qualification,-1,0,19,16,13,4,3,7,2,2,3.7883,3.3083,1.81,draw,0.0
37887,2008-06-14,Peru,Colombia,Peru,FIFA World Cup qualification,1,14,20,16,8,8,2,4,4,4,2.3871,3.1714,2.7438,draw,0.0
37888,2008-06-15,Mauritius,Cape Verde,Mauritius,FIFA World Cup qualification,0,0,10,13,12,5,0,2,4,5,2.9038,3.19,2.2025,lose,-1.0
37889,2008-06-15,Mozambique,Madagascar,Madagascar,FIFA World Cup qualification,1,0,9,19,8,13,3,4,2,3,2.7638,3.1581,2.3019,draw,0.0
37890,2008-06-15,Tunisia,Burundi,Burundi,FIFA World Cup qualification,0,0,12,6,12,10,4,4,3,3,1.5488,3.5406,5.4431,win,1.0
37891,2008-06-15,Libya,Lesotho,Lesotho,FIFA World Cup qualification,0,0,18,15,7,11,2,2,4,3,1.6675,3.4231,4.5506,win,1.0
37892,2008-06-15,Zambia,Swaziland,Swaziland,FIFA World Cup qualification,5,1,16,10,11,10,2,1,3,5,1.7567,3.3056,4.1589,draw,0.0
37893,2008-06-15,Nigeria,Equatorial Guinea,Equatorial Guinea,FIFA World Cup qualification,0,0,12,17,6,5,4,4,3,3,1.5056,3.6394,5.7488,win,1.0
37894,2008-06-15,Senegal,Liberia,Liberia,FIFA World Cup qualification,4,3,23,20,13,11,6,3,2,2,1.4869,3.6656,5.9663,draw,0.0
37895,2008-06-15,Paraguay,Brazil,Paraguay,FIFA World Cup qualification,-33,17,16,15,7,14,3,8,3,2,3.3957,3.169,2.0362,win,2.0
37896,2008-06-15,Mexico,Belize,Belize,FIFA World Cup qualification,0,0,14,14,18,14,4,1,2,1,1.0486,9.4286,17.6629,win,2.0
37897,2008-06-15,USA,Barbados,USA,FIFA World Cup qualification,2,0,11,16,11,9,4,2,1,4,1.0486,9.4286,17.6629,win,8.0
37898,2008-06-15,Ecuador,Argentina,Argentina,FIFA World Cup qualification,-13,6,29,13,7,14,4,7,0,0,14.0533,5.9905,1.1481,draw,0.0
37899,2008-06-16,Germany,Austria,Austria,UEFA Euro,13,6,13,15,14,16,6,2,3,2,1.3736,4.4992,8.7144,win,1.0
37900,2008-06-16,Poland,Croatia,Poland,UEFA Euro,-1,1,10,11,11,15,4,6,3,2,2.4317,3.4229,2.7679,lose,-1.0
37901,2008-06-15,Jamaica,Bahamas,Jamaica,FIFA World Cup qualification,0,0,22,16,9,22,3,2,3,2,1.2071,5.3143,10.1829,win,7.0
37902,2008-06-17,Italy,France,France,UEFA Euro,9,10,19,11,7,10,7,5,1,4,2.4124,3.542,2.7192,win,2.0
37903,2008-06-17,Romania,Netherlands,Netherlands,UEFA Euro,-4,3,20,18,7,9,6,7,1,1,2.3428,3.6808,2.8292,lose,-2.0
37904,2008-06-18,Spain,Greece,Greece,UEFA Euro,5,2,16,17,5,12,9,7,1,1,1.6704,3.6572,5.1276,win,1.0
